subcategory,country,channel,year_month,status,live_units,desired_units,delta_units,live_revenue,desired_revenue,delta_revenue
Bath Robe,EU,B2B,2024_09,only_live (drop),7,,-7,114.38,,-114.38
Bath Robe,EU,B2B,2024_10,only_live (drop),36,,-36,489.55,,-489.55
Bath Robe,EU,DTC,2024_01,only_live (drop),4,,-4,125.48,,-125.48
Bath Robe,EU,DTC,2024_02,only_live (drop),3,,-3,135.7,,-135.7
Bath Robe,EU,DTC,2024_03,only_live (drop),1,,-1,50.83,,-50.83
Bath Robe,EU,DTC,2024_04,only_live (drop),6,,-6,295.34,,-295.34
Bath Robe,EU,DTC,2024_05,only_live (drop),4,,-4,181.06,,-181.06
Bath Robe,EU,DTC,2024_07,only_live (drop),2,,-2,105.33,,-105.33
Bath Robe,EU,DTC,2024_09,only_live (drop),4,,-4,107.24,,-107.24
Bath Robe,EU,DTC,2024_10,only_live (drop),1,,-1,45.05,,-45.05
Bath Robe,EU,DTC,2024_11,only_live (drop),4,,-4,168.72,,-168.72
Bath Robe,EU,DTC,2024_12,only_live (drop),9,,-9,304.47,,-304.47
Bath Robe,EU,DTC,2025_01,only_live (drop),2,,-2,76.14,,-76.14
Bath Robe,UK,B2B,2024_01,only_live (drop),8,,-8,241.22,,-241.22
Bath Robe,UK,B2B,2024_02,only_live (drop),3,,-3,91.95,,-91.95
Bath Robe,UK,B2B,2024_03,only_live (drop),11,,-11,322.58,,-322.58
Bath Robe,UK,B2B,2024_05,only_live (drop),2,,-2,54.7,,-54.7
Bath Robe,UK,B2B,2024_06,only_live (drop),6,,-6,145.04,,-145.04
Bath Robe,UK,B2B,2024_07,only_live (drop),2,,-2,59.87,,-59.87
Bath Robe,UK,B2B,2024_08,only_live (drop),81,,-81,2281.64,,-2281.64
Bath Robe,UK,B2B,2024_09,only_live (drop),1,,-1,25.58,,-25.58
Bath Robe,UK,B2B,2024_10,only_live (drop),4,,-4,111.48,,-111.48
Bath Robe,UK,DTC,2024_01,only_live (drop),60,,-60,2428.33,,-2428.33
Bath Robe,UK,DTC,2024_02,only_live (drop),54,,-54,2158.08,,-2158.08
Bath Robe,UK,DTC,2024_03,only_live (drop),25,,-25,836.95,,-836.95
Bath Robe,UK,DTC,2024_04,only_live (drop),38,,-38,1731.79,,-1731.79
Bath Robe,UK,DTC,2024_05,only_live (drop),32,,-32,1194.79,,-1194.79
Bath Robe,UK,DTC,2024_06,only_live (drop),13,,-13,580.82,,-580.82
Bath Robe,UK,DTC,2024_07,only_live (drop),27,,-27,1258.3,,-1258.3
Bath Robe,UK,DTC,2024_08,only_live (drop),66,,-66,2584.93,,-2584.93
Bath Robe,UK,DTC,2024_09,only_live (drop),86,,-86,3140.55,,-3140.55
Bath Robe,UK,DTC,2024_10,only_live (drop),60,,-60,2327.52,,-2327.52
Bath Robe,UK,DTC,2024_11,only_live (drop),46,,-46,1774.77,,-1774.77
Bath Robe,UK,DTC,2025_01,only_live (drop),31,,-31,1024.66,,-1024.66
Bath Robe,UK,DTC,2025_02,only_live (drop),32,,-32,1111.52,,-1111.52
Bath Robe,UK,DTC,2025_03,only_live (drop),21,,-21,728.74,,-728.74
Bath Robe,UK,DTC,2025_04,only_live (drop),4,,-4,131.75,,-131.75
Bath Robe,UK,DTC,2025_06,only_live (drop),16,,-16,543.41,,-543.41
Bath Robe,UK,DTC,2025_11,only_live (drop),1,,-1,38.33,,-38.33
Bath Robe,UK,FBA,2024_02,only_live (drop),2,,-2,102.9,,-102.9
Bath Robe,UK,FBA,2024_05,only_live (drop),1,,-1,62.49,,-62.49
Bath Robe,UK,FBA,2024_07,only_live (drop),1,,-1,54.16,,-54.16
Bath Robe,UK,FBA,2024_08,only_live (drop),1,,-1,64.99,,-64.99
Bath Robe,UK,FBA,2025_04,only_live (drop),1,,-1,40.83,,-40.83
Bath Robe,US,B2B,2024_01,only_live (drop),66,,-66,1947.81,,-1947.81
Bath Robe,US,B2B,2024_02,only_live (drop),14,,-14,403.82,,-403.82
Bath Robe,US,B2B,2024_03,only_live (drop),30,,-30,869.52,,-869.52
Bath Robe,US,B2B,2024_04,only_live (drop),2,,-2,65.5,,-65.5
Bath Robe,US,B2B,2024_05,only_live (drop),27,,-27,811.18,,-811.18
Bath Robe,US,B2B,2024_06,only_live (drop),8,,-8,221.44,,-221.44
Bath Robe,US,B2B,2024_07,only_live (drop),6,,-6,192.31,,-192.31
Bath Robe,US,B2B,2024_08,only_live (drop),2,,-2,59.94,,-59.94
Bath Robe,US,B2B,2024_10,only_live (drop),4,,-4,126.67,,-126.67
Bath Robe,US,B2B,2025_02,only_live (drop),6,,-6,145.6,,-145.6
Bath Robe,US,B2B,2025_03,only_live (drop),3,,-3,55.21,,-55.21
Bath Robe,US,B2B,2025_05,only_live (drop),2,,-2,39.64,,-39.64
Bath Robe,US,DTC,2024_01,only_live (drop),14,,-14,574.21,,-574.21
Bath Robe,US,DTC,2024_02,only_live (drop),12,,-12,424.83,,-424.83
Bath Robe,US,DTC,2024_03,only_live (drop),9,,-9,325.93,,-325.93
Bath Robe,US,DTC,2024_04,only_live (drop),11,,-11,432.33,,-432.33
Bath Robe,US,DTC,2024_05,only_live (drop),8,,-8,272.62,,-272.62
Bath Robe,US,DTC,2024_06,only_live (drop),13,,-13,541.35,,-541.35
Bath Robe,US,DTC,2024_07,only_live (drop),26,,-26,1255.84,,-1255.84
Bath Robe,US,DTC,2024_08,only_live (drop),14,,-14,571.78,,-571.78
Bath Robe,US,DTC,2024_09,only_live (drop),10,,-10,345.35,,-345.35
Bath Robe,US,DTC,2024_10,only_live (drop),2,,-2,80.36,,-80.36
Bath Robe,US,DTC,2024_11,only_live (drop),3,,-3,120.75,,-120.75
Bath Robe,US,DTC,2024_12,only_live (drop),18,,-18,701.4,,-701.4
Bath Robe,US,DTC,2025_01,only_live (drop),11,,-11,415.84,,-415.84
Bath Robe,US,DTC,2025_02,only_live (drop),28,,-28,1050.93,,-1050.93
Bath Robe,US,DTC,2025_03,only_live (drop),21,,-21,605.25,,-605.25
Bath Robe,US,DTC,2025_04,only_live (drop),11,,-11,393.56,,-393.56
Bath Robe,US,DTC,2025_05,only_live (drop),9,,-9,317.52,,-317.52
Bath Robe,US,DTC,2025_06,only_live (drop),12,,-12,387.8,,-387.8
Bath Robe,US,DTC,2025_07,only_live (drop),11,,-11,428.91,,-428.91
Bath Robe,US,DTC,2025_08,only_live (drop),7,,-7,244.9,,-244.9
Bath Robe,US,DTC,2025_09,only_live (drop),3,,-3,90.66,,-90.66
Bath Robe,US,DTC,2025_11,only_live (drop),7,,-7,223.24,,-223.24
Bath Robe,US,DTC,2025_12,only_live (drop),1,,-1,40.65,,-40.65
Bath Robe,US,FBA,2024_03,only_live (drop),2,,-2,118.43,,-118.43
Bath Robe,US,FBA,2024_05,only_live (drop),4,,-4,231.24,,-231.24
Bath Robe,US,FBA,2024_06,only_live (drop),2,,-2,94.13,,-94.13
Bath Robe,US,FBA,2024_07,only_live (drop),3,,-3,80.94,,-80.94
Beach Pillow,AU,DTC,2025_09,matched,23,23,0,596.61,596.61,0.0
Beach Pillow,AU,DTC,2025_10,matched,12,12,0,312.55,312.55,0.0
Beach Pillow,AU,DTC,2025_11,matched,34,34,0,758.79,758.79,0.0
Beach Pillow,AU,DTC,2025_12,matched,23,23,0,560.93,560.93,0.0
Beach Pillow,AU,DTC,2026_01,matched,24,24,0,612.73,612.73,0.0
Beach Pillow,AU,DTC,2026_02,matched,5,5,0,123.22,123.22,0.0
Beach Pillow,AU,DTC,2026_03,matched,3,3,0,80.5,80.5,0.0
Beach Pillow,AU,DTC,2026_05,matched,4,4,0,130.34,130.34,0.0
Beach Pillow,AU,DTC,2026_06,matched,3,3,0,28.42,28.42,0.0
Beach Pillow,AU,DTC,2026_07,matched,6,6,0,193.74,193.74,0.0
Beach Pillow,AU,DTC,2026_08,matched,1,1,0,30.24,30.24,0.0
Beach Pillow,AU,FBA,2025_11,matched,3,3,0,77.16,77.16,0.0
Beach Pillow,AU,FBA,2025_12,matched,11,11,0,328.74,328.74,0.0
Beach Pillow,AU,FBA,2026_01,matched,3,3,0,101.04,101.04,0.0
Beach Pillow,AU,FBA,2026_02,matched,5,5,0,168.4,168.4,0.0
Beach Pillow,AU,FBA,2026_03,matched,4,4,0,138.39,138.39,0.0
Beach Pillow,AU,FBA,2026_04,matched,1,1,0,33.95,33.95,0.0
Beach Pillow,EU,B2B,2025_12,matched,6,6,0,0.0,0.0,0.0
Beach Pillow,EU,B2B,2026_02,matched,148,148,0,2060.32,2060.32,0.0
Beach Pillow,EU,B2B,2026_03,matched,74,74,0,1081.8,1081.8,0.0
Beach Pillow,EU,B2B,2026_04,matched,32,32,0,481.45,481.45,0.0
Beach Pillow,EU,B2B,2026_05,matched,26,26,0,393.8,393.8,0.0
Beach Pillow,EU,B2B,2026_06,matched,30,30,0,450.44,450.44,0.0
Beach Pillow,EU,DTC,2025_11,matched,4,4,0,94.55,94.55,0.0
Beach Pillow,EU,DTC,2025_12,matched,3,3,0,76.72,76.72,0.0
Beach Pillow,EU,DTC,2026_01,matched,2,2,0,59.12,59.12,0.0
Beach Pillow,EU,DTC,2026_03,matched,7,7,0,173.43,173.43,0.0
Beach Pillow,EU,DTC,2026_04,matched,20,20,0,565.24,565.24,0.0
Beach Pillow,EU,DTC,2026_05,matched,75,75,0,2042.29,2042.29,0.0
Beach Pillow,EU,DTC,2026_06,matched,52,52,0,1420.14,1420.14,0.0
Beach Pillow,UK,B2B,2025_03,matched,4,4,0,53.32,53.32,0.0
Beach Pillow,UK,B2B,2025_04,matched,34,34,0,453.86,453.86,0.0
Beach Pillow,UK,B2B,2025_05,matched,32,32,0,424.79,424.79,0.0
Beach Pillow,UK,B2B,2025_06,matched,11,11,0,148.88,148.88,0.0
Beach Pillow,UK,B2B,2025_07,matched,27,27,0,364.59,364.59,0.0
Beach Pillow,UK,B2B,2025_08,matched,12,12,0,159.96,159.96,0.0
Beach Pillow,UK,B2B,2025_09,matched,12,12,0,159.96,159.96,0.0
Beach Pillow,UK,B2B,2025_10,matched,6,6,0,91.32,91.32,0.0
Beach Pillow,UK,B2B,2026_02,matched,41,41,0,4471.08,4471.08,0.0
Beach Pillow,UK,B2B,2026_03,matched,61,61,0,797.87,797.87,0.0
Beach Pillow,UK,B2B,2026_04,matched,36,36,0,516.13,516.13,0.0
Beach Pillow,UK,B2B,2026_05,matched,54,54,0,758.18,758.18,0.0
Beach Pillow,UK,B2B,2026_06,matched,662,662,0,9626.03,9626.03,0.0
Beach Pillow,UK,B2B,2026_07,matched,349,349,0,5071.12,5071.12,0.0
Beach Pillow,UK,DTC,2025_03,matched,93,93,0,2393.0,2393.0,0.0
Beach Pillow,UK,DTC,2025_04,matched,500,500,0,12476.35,12476.35,0.0
Beach Pillow,UK,DTC,2025_05,matched,605,605,0,14424.4,14424.4,0.0
Beach Pillow,UK,DTC,2025_06,matched,150,150,0,3713.3,3713.3,0.0
Beach Pillow,UK,DTC,2025_07,matched,369,369,0,8792.96,8792.96,0.0
Beach Pillow,UK,DTC,2025_08,matched,77,77,0,1825.18,1825.18,0.0
Beach Pillow,UK,DTC,2025_09,matched,229,229,0,6212.71,6212.71,0.0
Beach Pillow,UK,DTC,2025_10,matched,83,83,0,2176.54,2176.54,0.0
Beach Pillow,UK,DTC,2025_11,matched,222,222,0,5304.22,5304.22,0.0
Beach Pillow,UK,DTC,2025_12,matched,128,128,0,3071.78,3071.78,0.0
Beach Pillow,UK,DTC,2026_01,matched,111,111,0,2627.33,2627.33,0.0
Beach Pillow,UK,DTC,2026_02,matched,74,74,0,2008.32,2008.32,0.0
Beach Pillow,UK,DTC,2026_03,matched,297,297,0,8199.12,8199.12,0.0
Beach Pillow,UK,DTC,2026_04,matched,302,302,0,8110.17,8110.17,0.0
Beach Pillow,UK,DTC,2026_05,matched,872,872,0,22534.38,22534.38,0.0
Beach Pillow,UK,DTC,2026_06,matched,995,995,0,26876.1,26876.1,0.0
Beach Pillow,UK,DTC,2026_07,matched,968,968,0,26220.78,26220.78,0.0
Beach Pillow,UK,DTC,2026_08,matched,173,173,0,4646.47,4646.47,0.0
Beach Pillow,UK,FBA,2025_10,matched,13,13,0,358.2,358.2,0.0
Beach Pillow,UK,FBA,2025_11,matched,24,24,0,621.08,621.08,0.0
Beach Pillow,UK,FBA,2025_12,matched,13,13,0,369.44,369.44,0.0
Beach Pillow,UK,FBA,2026_01,matched,7,7,0,202.44,202.44,0.0
Beach Pillow,UK,FBA,2026_02,matched,16,16,0,466.56,466.56,0.0
Beach Pillow,UK,FBA,2026_03,matched,36,36,0,1028.3,1028.3,0.0
Beach Pillow,UK,FBA,2026_04,matched,50,50,0,1313.63,1313.63,0.0
Beach Pillow,UK,FBA,2026_05,matched,75,75,0,1987.42,1987.42,0.0
Beach Pillow,UK,FBA,2026_06,matched,130,130,0,3619.22,3619.22,0.0
Beach Pillow,UK,FBA,2026_07,matched,93,93,0,2526.67,2526.67,0.0
Beach Pillow,UK,FBA,2026_08,matched,37,37,0,936.26,936.26,0.0
Beach Pillow,US,B2B,2025_11,matched,4,4,0,0.0,0.0,0.0
Beach Pillow,US,B2B,2025_12,matched,4,4,0,-5.14,-5.14,0.0
Beach Pillow,US,B2B,2026_01,matched,6,6,0,89.93,89.93,0.0
Beach Pillow,US,B2B,2026_04,matched,6,6,0,89.77,89.77,0.0
Beach Pillow,US,B2B,2026_05,matched,6,6,0,88.4,88.4,0.0
Beach Pillow,US,B2B,2026_07,matched,5,5,0,74.37,74.37,0.0
Beach Pillow,US,DTC,2025_04,matched,22,22,0,578.6,578.6,0.0
Beach Pillow,US,DTC,2025_05,matched,26,26,0,599.18,599.18,0.0
Beach Pillow,US,DTC,2025_06,matched,67,67,0,1574.67,1574.67,0.0
Beach Pillow,US,DTC,2025_07,matched,34,34,0,823.37,823.37,0.0
Beach Pillow,US,DTC,2025_08,matched,7,7,0,176.38,176.38,0.0
Beach Pillow,US,DTC,2025_09,matched,6,6,0,128.67,128.67,0.0
Beach Pillow,US,DTC,2025_10,matched,1,1,0,27.61,27.61,0.0
Beach Pillow,US,DTC,2025_11,matched,15,15,0,317.99,317.99,0.0
Beach Pillow,US,DTC,2025_12,matched,27,27,0,562.07,562.07,0.0
Beach Pillow,US,DTC,2026_01,matched,7,7,0,162.92,162.92,0.0
Beach Pillow,US,DTC,2026_02,matched,3,3,0,80.53,80.53,0.0
Beach Pillow,US,DTC,2026_03,matched,13,13,0,360.0,360.0,0.0
Beach Pillow,US,DTC,2026_04,matched,43,43,0,1106.22,1106.22,0.0
Beach Pillow,US,DTC,2026_05,matched,23,23,0,570.33,570.33,0.0
Beach Pillow,US,DTC,2026_06,matched,26,26,0,633.34,633.34,0.0
Beach Pillow,US,DTC,2026_07,matched,11,11,0,307.99,307.99,0.0
Bundle Mixed,AU,DTC,2024_01,only_live (drop),41,,-41,2172.25,,-2172.25
Bundle Mixed,AU,DTC,2024_02,only_live (drop),21,,-21,1104.66,,-1104.66
Bundle Mixed,AU,DTC,2024_03,only_live (drop),9,,-9,471.16,,-471.16
Bundle Mixed,AU,DTC,2024_04,only_live (drop),22,,-22,1248.52,,-1248.52
Bundle Mixed,AU,DTC,2024_05,only_live (drop),16,,-16,933.41,,-933.41
Bundle Mixed,AU,DTC,2024_06,only_live (drop),18,,-18,0.0,,-0.0
Bundle Mixed,AU,DTC,2024_07,only_live (drop),12,,-12,-33.86,,33.86
Bundle Mixed,AU,DTC,2024_08,only_live (drop),16,,-16,53.97,,-53.97
Bundle Mixed,AU,DTC,2024_09,only_live (drop),23,,-23,-13.97,,13.97
Bundle Mixed,AU,DTC,2024_10,only_live (drop),26,,-26,94.18,,-94.18
Bundle Mixed,AU,DTC,2024_11,only_live (drop),24,,-24,91.45,,-91.45
Bundle Mixed,AU,DTC,2024_12,only_live (drop),64,,-64,157.99,,-157.99
Bundle Mixed,AU,DTC,2025_01,only_live (drop),10,,-10,-12.78,,12.78
Bundle Mixed,AU,DTC,2025_02,only_live (drop),5,,-5,54.49,,-54.49
Bundle Mixed,AU,DTC,2025_03,only_live (drop),2,,-2,0.0,,-0.0
Bundle Mixed,AU,DTC,2025_04,only_live (drop),1,,-1,0.0,,-0.0
Bundle Mixed,AU,DTC,2025_05,only_live (drop),1,,-1,0.0,,-0.0
Bundle Mixed,AU,DTC,2025_06,only_live (drop),1,,-1,0.0,,-0.0
Bundle Mixed,AU,DTC,2025_07,only_live (drop),6,,-6,0.0,,-0.0
Bundle Mixed,AU,DTC,2025_08,only_live (drop),7,,-7,0.0,,-0.0
Bundle Mixed,AU,DTC,2025_09,only_live (drop),8,,-8,52.22,,-52.22
Bundle Mixed,AU,DTC,2025_10,only_live (drop),8,,-8,17.83,,-17.83
Bundle Mixed,AU,DTC,2025_11,only_live (drop),5,,-5,27.22,,-27.22
Bundle Mixed,AU,DTC,2025_12,only_live (drop),14,,-14,210.6,,-210.6
Bundle Mixed,AU,DTC,2026_01,only_live (drop),6,,-6,0.0,,-0.0
Bundle Mixed,EU,DTC,2024_01,only_live (drop),6,,-6,170.42,,-170.42
Bundle Mixed,EU,DTC,2024_02,only_live (drop),11,,-11,312.7,,-312.7
Bundle Mixed,EU,DTC,2024_03,only_live (drop),20,,-20,692.88,,-692.88
Bundle Mixed,EU,DTC,2024_04,only_live (drop),46,,-46,1927.43,,-1927.43
Bundle Mixed,EU,DTC,2024_05,only_live (drop),28,,-28,1118.71,,-1118.71
Bundle Mixed,EU,DTC,2024_06,only_live (drop),28,,-28,-3.41,,3.41
Bundle Mixed,EU,DTC,2024_07,only_live (drop),20,,-20,54.27,,-54.27
Bundle Mixed,EU,DTC,2024_08,only_live (drop),21,,-21,-26.86,,26.86
Bundle Mixed,EU,DTC,2024_09,only_live (drop),10,,-10,0.0,,-0.0
Bundle Mixed,EU,DTC,2024_10,only_live (drop),3,,-3,-4.66,,4.66
Bundle Mixed,EU,DTC,2024_11,only_live (drop),3,,-3,0.0,,-0.0
Bundle Mixed,EU,DTC,2024_12,only_live (drop),3,,-3,-3.3,,3.3
Bundle Mixed,EU,DTC,2025_01,only_live (drop),1,,-1,110.51,,-110.51
Bundle Mixed,EU,DTC,2025_02,only_live (drop),1,,-1,0.0,,-0.0
Bundle Mixed,EU,DTC,2025_03,only_live (drop),3,,-3,-11.62,,11.62
Bundle Mixed,EU,DTC,2025_04,only_live (drop),3,,-3,0.0,,-0.0
Bundle Mixed,EU,DTC,2025_05,only_live (drop),4,,-4,0.0,,-0.0
Bundle Mixed,EU,DTC,2025_06,only_live (drop),4,,-4,0.0,,-0.0
Bundle Mixed,EU,DTC,2025_07,only_live (drop),3,,-3,0.0,,-0.0
Bundle Mixed,EU,DTC,2025_08,only_live (drop),3,,-3,0.0,,-0.0
Bundle Mixed,EU,DTC,2025_10,only_live (drop),1,,-1,0.0,,-0.0
Bundle Mixed,EU,DTC,2025_11,only_live (drop),1,,-1,0.0,,-0.0
Bundle Mixed,EU,DTC,2025_12,only_live (drop),7,,-7,30.58,,-30.58
Bundle Mixed,EU,DTC,2026_01,only_live (drop),1,,-1,0.0,,-0.0
Bundle Mixed,EU,DTC,2026_02,only_live (drop),4,,-4,0.0,,-0.0
Bundle Mixed,EU,DTC,2026_03,only_live (drop),10,,-10,0.0,,-0.0
Bundle Mixed,UK,B2B,2024_01,only_live (drop),50,,-50,708.34,,-708.34
Bundle Mixed,UK,DTC,2024_01,only_live (drop),171,,-171,4692.6,,-4692.6
Bundle Mixed,UK,DTC,2024_02,only_live (drop),184,,-184,5885.15,,-5885.15
Bundle Mixed,UK,DTC,2024_03,only_live (drop),365,,-365,9986.44,,-9986.44
Bundle Mixed,UK,DTC,2024_04,only_live (drop),592,,-592,12709.78,,-12709.78
Bundle Mixed,UK,DTC,2024_05,only_live (drop),495,,-495,12718.27,,-12718.27
Bundle Mixed,UK,DTC,2024_06,only_live (drop),222,,-222,1161.92,,-1161.92
Bundle Mixed,UK,DTC,2024_07,only_live (drop),366,,-366,2393.34,,-2393.34
Bundle Mixed,UK,DTC,2024_08,only_live (drop),394,,-394,3528.69,,-3528.69
Bundle Mixed,UK,DTC,2024_09,only_live (drop),197,,-197,1822.85,,-1822.85
Bundle Mixed,UK,DTC,2024_10,only_live (drop),46,,-46,315.45,,-315.45
Bundle Mixed,UK,DTC,2024_11,only_live (drop),60,,-60,410.52,,-410.52
Bundle Mixed,UK,DTC,2024_12,only_live (drop),10,,-10,115.62,,-115.62
Bundle Mixed,UK,DTC,2025_01,only_live (drop),22,,-22,-9.93,,9.93
Bundle Mixed,UK,DTC,2025_02,only_live (drop),18,,-18,-12.4,,12.4
Bundle Mixed,UK,DTC,2025_03,only_live (drop),42,,-42,-2.04,,2.04
Bundle Mixed,UK,DTC,2025_04,only_live (drop),57,,-57,426.93,,-426.93
Bundle Mixed,UK,DTC,2025_05,only_live (drop),33,,-33,-29.14,,29.14
Bundle Mixed,UK,DTC,2025_06,only_live (drop),23,,-23,33.33,,-33.33
Bundle Mixed,UK,DTC,2025_07,only_live (drop),46,,-46,160.96,,-160.96
Bundle Mixed,UK,DTC,2025_08,only_live (drop),61,,-61,-34.92,,34.92
Bundle Mixed,UK,DTC,2025_09,only_live (drop),22,,-22,-19.86,,19.86
Bundle Mixed,UK,DTC,2025_10,only_live (drop),1,,-1,0.0,,-0.0
Bundle Mixed,UK,DTC,2025_11,only_live (drop),23,,-23,0.0,,-0.0
Bundle Mixed,UK,DTC,2025_12,only_live (drop),32,,-32,34.0,,-34.0
Bundle Mixed,UK,DTC,2026_01,only_live (drop),26,,-26,71.5,,-71.5
Bundle Mixed,UK,DTC,2026_02,only_live (drop),36,,-36,104.67,,-104.67
Bundle Mixed,UK,DTC,2026_03,only_live (drop),31,,-31,0.0,,-0.0
Bundle Mixed,US,DTC,2024_01,only_live (drop),5,,-5,129.03,,-129.03
Bundle Mixed,US,DTC,2024_02,only_live (drop),13,,-13,785.56,,-785.56
Bundle Mixed,US,DTC,2024_03,only_live (drop),44,,-44,4111.75,,-4111.75
Bundle Mixed,US,DTC,2024_04,only_live (drop),271,,-271,16607.77,,-16607.77
Bundle Mixed,US,DTC,2024_05,only_live (drop),19,,-19,1375.13,,-1375.13
Bundle Mixed,US,DTC,2024_06,only_live (drop),36,,-36,-25.38,,25.38
Bundle Mixed,US,DTC,2024_07,only_live (drop),27,,-27,58.85,,-58.85
Bundle Mixed,US,DTC,2024_08,only_live (drop),9,,-9,8.75,,-8.75
Bundle Mixed,US,DTC,2024_09,only_live (drop),2,,-2,0.0,,-0.0
Bundle Mixed,US,DTC,2024_10,only_live (drop),13,,-13,0.0,,-0.0
Bundle Mixed,US,DTC,2024_11,only_live (drop),4,,-4,61.67,,-61.67
Bundle Mixed,US,DTC,2024_12,only_live (drop),8,,-8,-15.4,,15.4
Bundle Mixed,US,DTC,2025_01,only_live (drop),4,,-4,0.0,,-0.0
Bundle Mixed,US,DTC,2025_02,only_live (drop),4,,-4,-15.2,,15.2
Bundle Mixed,US,DTC,2025_03,only_live (drop),9,,-9,-28.42,,28.42
Bundle Mixed,US,DTC,2025_04,only_live (drop),7,,-7,0.0,,-0.0
Bundle Mixed,US,DTC,2025_05,only_live (drop),10,,-10,-64.18,,64.18
Bundle Mixed,US,DTC,2025_06,only_live (drop),11,,-11,-11.46,,11.46
Bundle Mixed,US,DTC,2025_07,only_live (drop),14,,-14,0.0,,-0.0
Bundle Mixed,US,DTC,2025_08,only_live (drop),5,,-5,-28.88,,28.88
Bundle Mixed,US,DTC,2025_10,only_live (drop),1,,-1,-12.87,,12.87
Bundle Mixed,US,DTC,2025_12,only_live (drop),6,,-6,133.16,,-133.16
Bundle Mixed,US,DTC,2026_01,only_live (drop),5,,-5,0.0,,-0.0
Bundle Mixed,US,DTC,2026_02,only_live (drop),2,,-2,0.0,,-0.0
Bundle Mixed,US,DTC,2026_03,only_live (drop),2,,-2,0.0,,-0.0
Cooling,AU,DTC,2024_01,matched,240,240,0,2048.26,2048.26,0.0
Cooling,AU,DTC,2024_02,matched,374,374,0,2481.57,2481.57,0.0
Cooling,AU,DTC,2024_03,matched,87,87,0,702.57,702.57,0.0
Cooling,AU,DTC,2024_04,matched,65,65,0,563.33,563.33,0.0
Cooling,AU,DTC,2024_05,matched,18,18,0,204.47,204.47,0.0
Cooling,AU,DTC,2024_06,matched,28,28,0,340.27,340.27,0.0
Cooling,AU,DTC,2024_07,matched,31,31,0,408.51,408.51,0.0
Cooling,AU,DTC,2024_08,matched,119,119,0,1120.01,1120.01,0.0
Cooling,AU,DTC,2024_09,matched,46,46,0,498.89,498.89,0.0
Cooling,AU,DTC,2024_10,matched,64,64,0,730.45,730.45,0.0
Cooling,AU,DTC,2024_11,matched,368,368,0,3666.31,3666.31,0.0
Cooling,AU,DTC,2024_12,matched,363,363,0,4269.62,4269.62,0.0
Cooling,AU,DTC,2025_01,matched,64,64,0,708.76,708.76,0.0
Cooling,AU,DTC,2025_02,matched,26,26,0,292.67,292.67,0.0
Cooling,AU,DTC,2025_03,matched,14,14,0,174.69,174.69,0.0
Cooling,AU,DTC,2025_04,matched,11,11,0,117.13,117.13,0.0
Cooling,AU,DTC,2025_05,matched,13,13,0,171.92,171.92,0.0
Cooling,AU,DTC,2025_06,matched,10,10,0,119.78,119.78,0.0
Cooling,AU,DTC,2025_07,matched,23,23,0,249.73,249.73,0.0
Cooling,AU,DTC,2025_08,matched,19,19,0,201.98,201.98,0.0
Cooling,AU,DTC,2025_09,matched,21,21,0,258.2,258.2,0.0
Cooling,AU,DTC,2025_10,matched,19,19,0,235.57,235.57,0.0
Cooling,AU,DTC,2025_11,matched,89,89,0,1002.61,1002.61,0.0
Cooling,AU,DTC,2025_12,matched,115,115,0,1505.05,1505.05,0.0
Cooling,AU,DTC,2026_01,matched,26,26,0,364.62,364.62,0.0
Cooling,AU,DTC,2026_02,matched,21,21,0,330.19,330.19,0.0
Cooling,AU,DTC,2026_03,matched,23,23,0,357.78,357.78,0.0
Cooling,AU,DTC,2026_04,matched,10,10,0,157.76,157.76,0.0
Cooling,AU,DTC,2026_05,matched,10,10,0,157.7,157.7,0.0
Cooling,AU,DTC,2026_06,matched,19,19,0,261.95,261.95,0.0
Cooling,AU,DTC,2026_07,matched,10,10,0,158.21,158.21,0.0
Cooling,AU,DTC,2026_08,matched,2,2,0,29.21,29.21,0.0
Cooling,AU,FBA,2024_01,matched,2,2,0,37.36,37.36,0.0
Cooling,AU,FBA,2024_02,matched,1,1,0,18.12,18.12,0.0
Cooling,AU,FBA,2024_06,matched,1,1,0,18.33,18.33,0.0
Cooling,AU,FBA,2024_07,matched,1,1,0,15.75,15.75,0.0
Cooling,AU,FBA,2024_08,matched,11,11,0,74.52,74.52,0.0
Cooling,AU,FBA,2024_09,matched,4,4,0,69.31,69.31,0.0
Cooling,AU,FBA,2024_11,matched,12,12,0,197.28,197.28,0.0
Cooling,AU,FBA,2024_12,matched,29,29,0,477.53,477.53,0.0
Cooling,AU,FBA,2025_01,matched,5,5,0,88.82,88.82,0.0
Cooling,AU,FBA,2025_03,matched,3,3,0,47.25,47.25,0.0
Cooling,AU,FBA,2025_04,matched,3,3,0,44.22,44.22,0.0
Cooling,AU,FBA,2025_05,matched,1,1,0,11.59,11.59,0.0
Cooling,AU,FBA,2025_06,matched,2,2,0,30.6,30.6,0.0
Cooling,AU,FBA,2025_07,matched,6,6,0,93.41,93.41,0.0
Cooling,AU,FBA,2025_08,matched,2,2,0,34.6,34.6,0.0
Cooling,AU,FBA,2025_09,matched,4,4,0,56.8,56.8,0.0
Cooling,AU,FBA,2025_10,matched,4,4,0,58.44,58.44,0.0
Cooling,AU,FBA,2025_11,matched,1,1,0,14.84,14.84,0.0
