subcategory,country,channel,year_month,status,live_units,desired_units,delta_units,live_revenue,desired_revenue,delta_revenue
Towel - Beach SEASONAL,AU,DTC,2025_06,changed,36,51,15,688.87,937.53,248.66
Towel - Beach SEASONAL,AU,DTC,2025_07,changed,344,348,4,6231.25,6285.83,54.58
Towel - Beach SEASONAL,AU,DTC,2025_08,changed,495,514,19,8803.65,9100.65,297.0
Towel - Beach SEASONAL,AU,DTC,2025_09,changed,608,625,17,10866.87,11145.44,278.57
Towel - Beach SEASONAL,AU,DTC,2025_10,changed,1032,1050,18,17347.68,17589.64,241.96
Towel - Beach SEASONAL,AU,DTC,2025_11,changed,2276,2432,156,40137.6,41330.71,1193.11
Towel - Beach SEASONAL,AU,DTC,2025_12,changed,2066,2097,31,41755.72,42086.33,330.61
Towel - Beach SEASONAL,AU,DTC,2026_01,changed,421,424,3,8385.48,8429.14,43.66
Towel - Beach SEASONAL,AU,DTC,2026_02,matched,368,368,0,7349.94,7349.94,0.0
Towel - Beach SEASONAL,AU,DTC,2026_03,changed,240,243,3,4944.7,4996.79,52.09
Towel - Beach SEASONAL,AU,DTC,2026_04,matched,245,245,0,5062.93,5062.93,0.0
Towel - Beach SEASONAL,AU,DTC,2026_05,matched,238,238,0,6015.76,6015.76,0.0
Towel - Beach SEASONAL,AU,DTC,2026_06,matched,448,448,0,10924.41,10924.41,0.0
Towel - Beach SEASONAL,AU,DTC,2026_07,matched,419,419,0,10717.74,10717.74,0.0
Towel - Beach SEASONAL,AU,DTC,2026_08,matched,106,106,0,2394.74,2394.74,0.0
Towel - Beach SEASONAL,AU,FBA,2024_01,matched,6,6,0,171.64,171.64,0.0
Towel - Beach SEASONAL,AU,FBA,2024_02,matched,13,13,0,376.8,376.8,0.0
Towel - Beach SEASONAL,AU,FBA,2024_03,matched,6,6,0,172.7,172.7,0.0
Towel - Beach SEASONAL,AU,FBA,2024_04,matched,9,9,0,255.56,255.56,0.0
Towel - Beach SEASONAL,AU,FBA,2024_05,matched,11,11,0,320.78,320.78,0.0
Towel - Beach SEASONAL,AU,FBA,2024_06,matched,3,3,0,81.65,81.65,0.0
Towel - Beach SEASONAL,AU,FBA,2024_07,matched,13,13,0,344.14,344.14,0.0
Towel - Beach SEASONAL,AU,FBA,2024_08,matched,5,5,0,125.66,125.66,0.0
Towel - Beach SEASONAL,AU,FBA,2024_09,matched,5,5,0,135.53,135.53,0.0
Towel - Beach SEASONAL,AU,FBA,2024_10,matched,5,5,0,144.67,144.67,0.0
Towel - Beach SEASONAL,AU,FBA,2024_11,matched,7,7,0,188.72,188.72,0.0
Towel - Beach SEASONAL,AU,FBA,2024_12,changed,6,8,2,163.11,203.77,40.66
Towel - Beach SEASONAL,AU,FBA,2025_01,only_csv (add),,2,2,,41.26,41.26
Towel - Beach SEASONAL,AU,FBA,2025_02,only_csv (add),,2,2,,40.84,40.84
Towel - Beach SEASONAL,AU,FBA,2025_08,matched,1,1,0,29.75,29.75,0.0
Towel - Beach SEASONAL,AU,FBA,2025_09,changed,53,54,1,1278.69,1302.53,23.84
Towel - Beach SEASONAL,AU,FBA,2025_10,matched,108,108,0,2480.86,2480.86,0.0
Towel - Beach SEASONAL,AU,FBA,2025_11,matched,209,209,0,4614.5,4614.5,0.0
Towel - Beach SEASONAL,AU,FBA,2025_12,matched,358,358,0,8932.96,8932.96,0.0
Towel - Beach SEASONAL,AU,FBA,2026_01,matched,80,80,0,1987.38,1987.38,0.0
Towel - Beach SEASONAL,AU,FBA,2026_02,matched,54,54,0,1415.8,1415.8,0.0
Towel - Beach SEASONAL,AU,FBA,2026_03,matched,64,64,0,1668.81,1668.81,0.0
Towel - Beach SEASONAL,AU,FBA,2026_04,matched,53,53,0,1338.3,1338.3,0.0
Towel - Beach SEASONAL,AU,FBA,2026_05,matched,57,57,0,1587.25,1587.25,0.0
Towel - Beach SEASONAL,AU,FBA,2026_06,matched,74,74,0,2067.03,2067.03,0.0
Towel - Beach SEASONAL,AU,FBA,2026_07,matched,7,7,0,278.72,278.72,0.0
Towel - Beach SEASONAL,AU,FBA,2026_08,matched,2,2,0,70.49,70.49,0.0
Towel - Beach SEASONAL,CA,FBA,2024_02,matched,3,3,0,85.24,85.24,0.0
Towel - Beach SEASONAL,CA,FBA,2024_03,matched,21,21,0,575.78,575.78,0.0
Towel - Beach SEASONAL,CA,FBA,2024_04,matched,14,14,0,363.95,363.95,0.0
Towel - Beach SEASONAL,CA,FBA,2024_05,changed,3,4,1,77.41,103.67,26.26
Towel - Beach SEASONAL,CA,FBA,2024_06,changed,7,10,3,171.55,250.97,79.42
Towel - Beach SEASONAL,CA,FBA,2024_07,changed,6,8,2,171.59,222.48,50.89
Towel - Beach SEASONAL,CA,FBA,2024_08,matched,9,9,0,232.33,232.33,0.0
Towel - Beach SEASONAL,CA,FBA,2024_09,matched,4,4,0,108.55,108.55,0.0
Towel - Beach SEASONAL,CA,FBA,2024_11,matched,2,2,0,62.78,62.78,0.0
Towel - Beach SEASONAL,CA,FBA,2025_01,only_csv (add),,2,2,,50.85,50.85
Towel - Beach SEASONAL,CA,FBA,2025_03,only_csv (add),,3,3,,61.51,61.51
Towel - Beach SEASONAL,CA,FBA,2025_04,changed,17,23,6,349.86,473.54,123.68
Towel - Beach SEASONAL,CA,FBA,2025_05,changed,17,19,2,432.43,463.1,30.67
Towel - Beach SEASONAL,CA,FBA,2025_06,changed,12,15,3,344.59,408.13,63.54
Towel - Beach SEASONAL,CA,FBA,2025_07,changed,3,19,16,84.18,383.87,299.69
Towel - Beach SEASONAL,CA,FBA,2025_08,only_csv (add),,3,3,,50.17,50.17
Towel - Beach SEASONAL,CA,FBA,2026_07,matched,85,85,0,1969.56,1969.56,0.0
Towel - Beach SEASONAL,CA,FBA,2026_08,matched,34,34,0,769.15,769.15,0.0
Towel - Beach SEASONAL,EU,B2B,2024_01,matched,382,382,0,2651.12,2651.12,0.0
Towel - Beach SEASONAL,EU,B2B,2024_02,changed,258,265,7,2465.22,2522.31,57.09
Towel - Beach SEASONAL,EU,B2B,2024_03,changed,292,347,55,3359.49,3910.6,551.11
Towel - Beach SEASONAL,EU,B2B,2024_04,changed,913,1004,91,8827.19,9596.85,769.66
Towel - Beach SEASONAL,EU,B2B,2024_05,changed,457,490,33,5199.2,5547.86,348.66
Towel - Beach SEASONAL,EU,B2B,2024_06,changed,263,303,40,2788.85,3212.57,423.72
Towel - Beach SEASONAL,EU,B2B,2024_07,changed,140,233,93,2297.82,3126.77,828.95
Towel - Beach SEASONAL,EU,B2B,2024_08,changed,133,139,6,372.71,444.94,72.23
Towel - Beach SEASONAL,EU,B2B,2024_09,changed,131,142,11,742.37,848.91,106.54
Towel - Beach SEASONAL,EU,B2B,2024_10,matched,18,18,0,0.0,0.0,0.0
Towel - Beach SEASONAL,EU,B2B,2024_11,matched,33,33,0,420.99,420.99,0.0
Towel - Beach SEASONAL,EU,B2B,2024_12,matched,49,49,0,66.12,66.12,0.0
Towel - Beach SEASONAL,EU,B2B,2025_02,changed,1080,1081,1,15343.98,15356.6,12.62
Towel - Beach SEASONAL,EU,B2B,2025_03,matched,428,428,0,15455.7,15455.7,0.0
Towel - Beach SEASONAL,EU,B2B,2025_04,matched,1021,1021,0,12283.53,12283.53,0.0
Towel - Beach SEASONAL,EU,B2B,2025_05,matched,621,621,0,7287.83,7287.83,0.0
Towel - Beach SEASONAL,EU,B2B,2025_06,matched,961,961,0,12056.99,12056.99,0.0
Towel - Beach SEASONAL,EU,B2B,2025_07,matched,757,757,0,8284.38,8284.38,0.0
Towel - Beach SEASONAL,EU,B2B,2025_08,matched,1045,1045,0,10974.82,10974.82,0.0
Towel - Beach SEASONAL,EU,B2B,2025_09,matched,245,245,0,2998.64,2998.64,0.0
Towel - Beach SEASONAL,EU,B2B,2025_10,matched,239,239,0,2780.87,2780.87,0.0
Towel - Beach SEASONAL,EU,B2B,2025_11,matched,260,260,0,3292.13,3292.13,0.0
Towel - Beach SEASONAL,EU,B2B,2025_12,matched,163,163,0,1706.12,1706.12,0.0
Towel - Beach SEASONAL,EU,B2B,2026_01,matched,494,494,0,20333.08,20333.08,0.0
Towel - Beach SEASONAL,EU,B2B,2026_02,matched,347,347,0,21649.31,21649.31,0.0
Towel - Beach SEASONAL,EU,B2B,2026_03,matched,1745,1745,0,21766.06,21766.06,0.0
Towel - Beach SEASONAL,EU,B2B,2026_04,matched,1403,1403,0,15505.97,15505.97,0.0
Towel - Beach SEASONAL,EU,B2B,2026_05,changed,477,475,-2,5899.97,5872.46,-27.51
Towel - Beach SEASONAL,EU,B2B,2026_06,matched,539,539,0,6688.77,6688.77,0.0
Towel - Beach SEASONAL,EU,B2B,2026_07,matched,128,128,0,1549.42,1549.42,0.0
Towel - Beach SEASONAL,EU,B2B,2026_08,matched,626,626,0,7721.31,7721.31,0.0
Towel - Beach SEASONAL,EU,DTC,2024_01,matched,22,22,0,496.89,496.89,0.0
Towel - Beach SEASONAL,EU,DTC,2024_02,matched,43,43,0,965.22,965.22,0.0
Towel - Beach SEASONAL,EU,DTC,2024_03,changed,108,109,1,2035.97,2060.01,24.04
Towel - Beach SEASONAL,EU,DTC,2024_04,changed,255,267,12,6102.37,6349.14,246.77
Towel - Beach SEASONAL,EU,DTC,2024_05,changed,249,264,15,6276.17,6611.68,335.51
Towel - Beach SEASONAL,EU,DTC,2024_06,changed,160,180,20,4017.23,4449.82,432.59
Towel - Beach SEASONAL,EU,DTC,2024_07,changed,241,274,33,6073.87,6721.92,648.05
Towel - Beach SEASONAL,EU,DTC,2024_08,changed,224,239,15,5011.02,5322.37,311.35
Towel - Beach SEASONAL,EU,DTC,2024_09,changed,152,171,19,2920.74,3237.46,316.72
Towel - Beach SEASONAL,EU,DTC,2024_10,changed,60,67,7,1174.78,1305.6,130.82
Towel - Beach SEASONAL,EU,DTC,2024_11,changed,77,100,23,1268.81,1524.85,256.04
Towel - Beach SEASONAL,EU,DTC,2024_12,changed,63,103,40,1187.88,1682.37,494.49
Towel - Beach SEASONAL,EU,DTC,2025_01,matched,17,17,0,369.27,369.27,0.0
Towel - Beach SEASONAL,EU,DTC,2025_02,matched,146,146,0,3130.06,3130.06,0.0
Towel - Beach SEASONAL,EU,DTC,2025_03,matched,242,242,0,5203.82,5203.82,0.0
Towel - Beach SEASONAL,EU,DTC,2025_04,matched,272,272,0,6049.73,6049.73,0.0
Towel - Beach SEASONAL,EU,DTC,2025_05,matched,470,470,0,9618.68,9618.68,0.0
Towel - Beach SEASONAL,EU,DTC,2025_06,matched,1045,1045,0,22285.88,22285.88,0.0
Towel - Beach SEASONAL,EU,DTC,2025_07,matched,329,329,0,7449.62,7449.62,0.0
Towel - Beach SEASONAL,EU,DTC,2025_08,matched,609,609,0,12062.06,12062.06,0.0
Towel - Beach SEASONAL,EU,DTC,2025_09,matched,297,297,0,5726.47,5726.47,0.0
Towel - Beach SEASONAL,EU,DTC,2025_10,matched,195,195,0,4205.25,4205.25,0.0
Towel - Beach SEASONAL,EU,DTC,2025_11,matched,482,482,0,9029.74,9029.74,0.0
Towel - Beach SEASONAL,EU,DTC,2025_12,matched,334,334,0,6207.97,6207.97,0.0
Towel - Beach SEASONAL,EU,DTC,2026_01,matched,324,324,0,5717.05,5717.05,0.0
Towel - Beach SEASONAL,EU,DTC,2026_02,matched,287,287,0,5933.37,5933.37,0.0
Towel - Beach SEASONAL,EU,DTC,2026_03,matched,723,723,0,14121.07,14121.07,0.0
Towel - Beach SEASONAL,EU,DTC,2026_04,matched,620,620,0,11701.35,11701.35,0.0
Towel - Beach SEASONAL,EU,DTC,2026_05,matched,1001,1001,0,19792.5,19792.5,0.0
Towel - Beach SEASONAL,EU,DTC,2026_06,matched,956,956,0,18834.43,18834.43,0.0
Towel - Beach SEASONAL,EU,FBA,2024_01,matched,3,3,0,121.67,121.67,0.0
Towel - Beach SEASONAL,EU,FBA,2024_02,matched,9,9,0,260.05,260.05,0.0
Towel - Beach SEASONAL,EU,FBA,2024_03,matched,18,18,0,548.42,548.42,0.0
Towel - Beach SEASONAL,EU,FBA,2024_04,changed,52,55,3,1531.04,1612.05,81.01
Towel - Beach SEASONAL,EU,FBA,2024_05,changed,61,64,3,1672.63,1758.68,86.05
Towel - Beach SEASONAL,EU,FBA,2024_06,changed,21,27,6,554.28,699.43,145.15
Towel - Beach SEASONAL,EU,FBA,2024_07,changed,26,37,11,739.92,1015.49,275.57
Towel - Beach SEASONAL,EU,FBA,2024_08,changed,19,22,3,436.99,510.57,73.58
Towel - Beach SEASONAL,EU,FBA,2024_09,changed,2,5,3,47.08,146.28,99.2
Towel - Beach SEASONAL,EU,FBA,2024_10,matched,2,2,0,54.68,54.68,0.0
Towel - Beach SEASONAL,EU,FBA,2024_11,changed,2,3,1,49.45,88.25,38.8
Towel - Beach SEASONAL,EU,FBA,2024_12,matched,5,5,0,130.23,130.23,0.0
Towel - Beach SEASONAL,EU,FBA,2025_01,changed,2,3,1,57.27,95.44,38.17
Towel - Beach SEASONAL,EU,FBA,2025_02,matched,1,1,0,28.33,28.33,0.0
Towel - Beach SEASONAL,EU,FBA,2025_03,matched,6,6,0,174.47,174.47,0.0
Towel - Beach SEASONAL,EU,FBA,2025_04,matched,4,4,0,120.37,120.37,0.0
Towel - Beach SEASONAL,EU,FBA,2025_05,matched,32,32,0,858.31,858.31,0.0
Towel - Beach SEASONAL,EU,FBA,2025_06,matched,53,53,0,1718.85,1718.85,0.0
Towel - Beach SEASONAL,EU,FBA,2025_07,matched,70,70,0,2075.33,2075.33,0.0
Towel - Beach SEASONAL,EU,FBA,2025_08,matched,40,40,0,1239.89,1239.89,0.0
Towel - Beach SEASONAL,EU,FBA,2025_09,matched,11,11,0,336.53,336.53,0.0
Towel - Beach SEASONAL,EU,FBA,2025_10,matched,7,7,0,260.66,260.66,0.0
Towel - Beach SEASONAL,EU,FBA,2025_11,matched,21,21,0,580.31,580.31,0.0
Towel - Beach SEASONAL,EU,FBA,2025_12,matched,16,16,0,530.9,530.9,0.0
Towel - Beach SEASONAL,EU,FBA,2026_01,matched,8,8,0,273.79,273.79,0.0
Towel - Beach SEASONAL,EU,FBA,2026_02,matched,9,9,0,308.13,308.13,0.0
Towel - Beach SEASONAL,EU,FBA,2026_03,matched,11,11,0,393.42,393.42,0.0
Towel - Beach SEASONAL,EU,FBA,2026_04,matched,6,6,0,201.94,201.94,0.0
Towel - Beach SEASONAL,EU,FBA,2026_05,matched,82,82,0,2493.77,2493.77,0.0
Towel - Beach SEASONAL,EU,FBA,2026_06,matched,165,165,0,4995.34,4995.34,0.0
Towel - Beach SEASONAL,EU,FBA,2026_07,matched,38,38,0,1056.02,1056.02,0.0
Towel - Beach SEASONAL,EU,FBA,2026_08,matched,16,16,0,439.0,439.0,0.0
Towel - Beach SEASONAL,UK,B2B,2024_01,changed,50,52,2,550.83,570.05,19.22
Towel - Beach SEASONAL,UK,B2B,2024_02,changed,498,519,21,5873.66,6079.5,205.84
Towel - Beach SEASONAL,UK,B2B,2024_03,changed,737,756,19,8677.67,8890.66,212.99
Towel - Beach SEASONAL,UK,B2B,2024_04,changed,249,306,57,2738.8,3251.12,512.32
Towel - Beach SEASONAL,UK,B2B,2024_05,changed,348,377,29,4379.21,4686.4,307.19
Towel - Beach SEASONAL,UK,B2B,2024_06,changed,237,288,51,3175.13,3711.06,535.93
Towel - Beach SEASONAL,UK,B2B,2024_07,changed,155,208,53,1866.35,2426.23,559.88
Towel - Beach SEASONAL,UK,B2B,2024_08,changed,892,922,30,10535.98,10865.55,329.57
Towel - Beach SEASONAL,UK,B2B,2024_09,changed,3,6,3,39.99,75.61,35.62
Towel - Beach SEASONAL,UK,B2B,2024_10,changed,12,21,9,154.27,247.55,93.28
Towel - Beach SEASONAL,UK,B2B,2024_11,matched,7,7,0,82.33,82.33,0.0
Towel - Beach SEASONAL,UK,B2B,2024_12,matched,1,1,0,0.0,0.0,0.0
Towel - Beach SEASONAL,UK,B2B,2025_01,matched,228,228,0,1905.06,1905.06,0.0
Towel - Beach SEASONAL,UK,B2B,2025_02,matched,352,352,0,58594.79,58594.79,0.0
Towel - Beach SEASONAL,UK,B2B,2025_03,matched,46,46,0,23842.25,23842.25,0.0
Towel - Beach SEASONAL,UK,B2B,2025_04,changed,1107,1108,1,33558.04,33568.94,10.9
Towel - Beach SEASONAL,UK,B2B,2025_05,matched,728,728,0,9767.37,9767.37,0.0
Towel - Beach SEASONAL,UK,B2B,2025_06,changed,512,516,4,9513.54,9549.54,36.0
Towel - Beach SEASONAL,UK,B2B,2025_07,matched,1869,1869,0,21000.26,21000.26,0.0
Towel - Beach SEASONAL,UK,B2B,2025_08,matched,1221,1221,0,13978.12,13978.12,0.0
Towel - Beach SEASONAL,UK,B2B,2025_09,matched,789,789,0,9078.41,9078.41,0.0
Towel - Beach SEASONAL,UK,B2B,2025_10,matched,225,225,0,2911.23,2911.23,0.0
Towel - Beach SEASONAL,UK,B2B,2025_11,matched,158,158,0,10781.73,10781.73,0.0
Towel - Beach SEASONAL,UK,B2B,2025_12,matched,311,311,0,4025.76,4025.76,0.0
Towel - Beach SEASONAL,UK,B2B,2026_01,matched,113,113,0,1454.59,1454.59,0.0
Towel - Beach SEASONAL,UK,B2B,2026_02,matched,4140,4140,0,104131.65,104131.65,0.0
Towel - Beach SEASONAL,UK,B2B,2026_03,matched,1510,1510,0,19731.56,19731.56,0.0
Towel - Beach SEASONAL,UK,B2B,2026_04,matched,2680,2680,0,30824.22,30824.22,0.0
Towel - Beach SEASONAL,UK,B2B,2026_05,matched,2562,2562,0,34950.44,34950.44,0.0
Towel - Beach SEASONAL,UK,B2B,2026_06,matched,2086,2086,0,28584.05,28584.05,0.0
Towel - Beach SEASONAL,UK,B2B,2026_07,matched,3558,3558,0,49625.28,49625.28,0.0
Towel - Beach SEASONAL,UK,B2B,2026_08,matched,1348,1348,0,13581.47,13581.47,0.0
Towel - Beach SEASONAL,UK,DTC,2024_01,matched,175,175,0,3863.03,3863.03,0.0
Towel - Beach SEASONAL,UK,DTC,2024_02,changed,372,388,16,8407.6,8707.85,300.25
Towel - Beach SEASONAL,UK,DTC,2024_03,changed,939,980,41,20846.46,21661.38,814.92
Towel - Beach SEASONAL,UK,DTC,2024_04,changed,1518,1558,40,34876.97,35672.14,795.17
Towel - Beach SEASONAL,UK,DTC,2024_05,changed,2042,2106,64,49317.06,50672.29,1355.23
Towel - Beach SEASONAL,UK,DTC,2024_06,changed,1773,1834,61,42823.54,44089.73,1266.19
Towel - Beach SEASONAL,UK,DTC,2024_07,changed,1862,1942,80,43314.21,44962.66,1648.45
Towel - Beach SEASONAL,UK,DTC,2024_08,changed,4527,4713,186,86017.15,89010.45,2993.3
Towel - Beach SEASONAL,UK,DTC,2024_09,changed,521,645,124,10871.38,12859.77,1988.39
Towel - Beach SEASONAL,UK,DTC,2024_10,changed,157,209,52,3802.06,4661.47,859.41
Towel - Beach SEASONAL,UK,DTC,2024_11,changed,187,442,255,4067.87,6717.67,2649.8
Towel - Beach SEASONAL,UK,DTC,2024_12,changed,11,77,66,218.17,977.76,759.59
Towel - Beach SEASONAL,UK,DTC,2025_01,changed,66,75,9,1363.42,1512.51,149.09
Towel - Beach SEASONAL,UK,DTC,2025_02,changed,1602,1608,6,32971.97,33074.88,102.91
Towel - Beach SEASONAL,UK,DTC,2025_03,changed,2718,2766,48,55442.68,56317.89,875.21
Towel - Beach SEASONAL,UK,DTC,2025_04,changed,3910,3945,35,80650.16,81289.96,639.8
Towel - Beach SEASONAL,UK,DTC,2025_05,changed,3268,3277,9,68397.78,68540.64,142.86
Towel - Beach SEASONAL,UK,DTC,2025_06,changed,3478,3518,40,74990.47,75612.4,621.93
Towel - Beach SEASONAL,UK,DTC,2025_07,changed,5454,5490,36,112098.35,112574.13,475.78
Towel - Beach SEASONAL,UK,DTC,2025_08,matched,6226,6226,0,120542.38,120542.38,0.0
Towel - Beach SEASONAL,UK,DTC,2025_09,matched,2428,2428,0,52131.0,52131.0,0.0
Towel - Beach SEASONAL,UK,DTC,2025_10,changed,1738,1739,1,39799.37,39821.37,22.0
Towel - Beach SEASONAL,UK,DTC,2025_11,changed,4541,4547,6,98420.15,98551.08,130.93
Towel - Beach SEASONAL,UK,DTC,2025_12,matched,3774,3774,0,82634.75,82634.75,0.0
Towel - Beach SEASONAL,UK,DTC,2026_01,matched,2503,2503,0,49772.92,49772.92,0.0
Towel - Beach SEASONAL,UK,DTC,2026_02,matched,1399,1399,0,35762.25,35762.25,0.0
Towel - Beach SEASONAL,UK,DTC,2026_03,matched,3009,3009,0,71946.25,71946.25,0.0
Towel - Beach SEASONAL,UK,DTC,2026_04,matched,3931,3931,0,91472.24,91472.24,0.0
Towel - Beach SEASONAL,UK,DTC,2026_05,matched,7116,7116,0,164164.48,164164.48,0.0
Towel - Beach SEASONAL,UK,DTC,2026_06,matched,6854,6854,0,152950.85,152950.85,0.0
Towel - Beach SEASONAL,UK,DTC,2026_07,matched,11281,11281,0,260085.3,260085.3,0.0
Towel - Beach SEASONAL,UK,DTC,2026_08,matched,2071,2071,0,45775.06,45775.06,0.0
Towel - Beach SEASONAL,UK,FBA,2024_01,matched,13,13,0,358.17,358.17,0.0
Towel - Beach SEASONAL,UK,FBA,2024_02,matched,64,64,0,1577.06,1577.06,0.0
Towel - Beach SEASONAL,UK,FBA,2024_03,changed,124,126,2,2904.76,2940.91,36.15
Towel - Beach SEASONAL,UK,FBA,2024_04,changed,144,156,12,3479.27,3746.49,267.22
Towel - Beach SEASONAL,UK,FBA,2024_05,changed,249,289,40,6193.4,7042.26,848.86
Towel - Beach SEASONAL,UK,FBA,2024_06,changed,416,460,44,10040.51,10951.96,911.45
Towel - Beach SEASONAL,UK,FBA,2024_07,changed,393,467,74,8881.2,10326.47,1445.27
Towel - Beach SEASONAL,UK,FBA,2024_08,changed,231,305,74,5648.05,7229.07,1581.02
Towel - Beach SEASONAL,UK,FBA,2024_09,changed,293,374,81,5962.61,7429.98,1467.37
Towel - Beach SEASONAL,UK,FBA,2024_10,changed,38,73,35,795.62,1464.43,668.81
Towel - Beach SEASONAL,UK,FBA,2024_11,changed,20,107,87,441.99,1502.24,1060.25
Towel - Beach SEASONAL,UK,FBA,2024_12,only_csv (add),,13,13,,198.84,198.84
Towel - Beach SEASONAL,UK,FBA,2025_01,only_csv (add),,3,3,,53.34,53.34
Towel - Beach SEASONAL,UK,FBA,2025_02,matched,44,44,0,1092.2,1092.2,0.0
Towel - Beach SEASONAL,UK,FBA,2025_03,changed,332,366,34,7831.94,8432.63,600.69
Towel - Beach SEASONAL,UK,FBA,2025_04,changed,406,453,47,9310.02,10126.57,816.55
Towel - Beach SEASONAL,UK,FBA,2025_05,changed,900,955,55,20660.39,21648.0,987.61
Towel - Beach SEASONAL,UK,FBA,2025_06,changed,886,893,7,20721.76,20835.09,113.33
Towel - Beach SEASONAL,UK,FBA,2025_07,changed,1308,1311,3,28732.71,28789.1,56.39
Towel - Beach SEASONAL,UK,FBA,2025_08,matched,1128,1128,0,25649.68,25649.68,0.0
Towel - Beach SEASONAL,UK,FBA,2025_09,matched,716,716,0,17099.84,17099.84,0.0
Towel - Beach SEASONAL,UK,FBA,2025_10,matched,383,383,0,10234.32,10234.32,0.0
Towel - Beach SEASONAL,UK,FBA,2025_11,matched,824,824,0,18282.74,18282.74,0.0
Towel - Beach SEASONAL,UK,FBA,2025_12,matched,720,720,0,18099.47,18099.47,0.0
Towel - Beach SEASONAL,UK,FBA,2026_01,matched,544,544,0,13891.12,13891.12,0.0
Towel - Beach SEASONAL,UK,FBA,2026_02,matched,541,541,0,14086.8,14086.8,0.0
Towel - Beach SEASONAL,UK,FBA,2026_03,matched,791,791,0,20296.9,20296.9,0.0
Towel - Beach SEASONAL,UK,FBA,2026_04,matched,1057,1057,0,26397.26,26397.26,0.0
Towel - Beach SEASONAL,UK,FBA,2026_05,matched,1183,1183,0,31776.8,31776.8,0.0
Towel - Beach SEASONAL,UK,FBA,2026_06,matched,1505,1505,0,39553.36,39553.36,0.0
Towel - Beach SEASONAL,UK,FBA,2026_07,matched,1369,1369,0,37144.44,37144.44,0.0
Towel - Beach SEASONAL,UK,FBA,2026_08,matched,303,303,0,7997.81,7997.81,0.0
Towel - Beach SEASONAL,US,B2B,2024_01,changed,1171,1238,67,14148.67,14947.34,798.67
Towel - Beach SEASONAL,US,B2B,2024_02,changed,3345,3554,209,45897.29,48381.33,2484.04
Towel - Beach SEASONAL,US,B2B,2024_03,changed,1403,1572,169,18287.4,20307.13,2019.73
Towel - Beach SEASONAL,US,B2B,2024_04,changed,2381,2449,68,28267.83,29094.49,826.66
Towel - Beach SEASONAL,US,B2B,2024_05,changed,2012,2150,138,28146.85,29810.0,1663.15
Towel - Beach SEASONAL,US,B2B,2024_06,changed,650,704,54,8770.28,9405.29,635.01
Towel - Beach SEASONAL,US,B2B,2024_07,changed,284,326,42,3940.73,4419.02,478.29
Towel - Beach SEASONAL,US,B2B,2024_08,changed,151,153,2,2079.27,2103.67,24.4
Towel - Beach SEASONAL,US,B2B,2024_09,matched,70,70,0,585.56,585.56,0.0
Towel - Beach SEASONAL,US,B2B,2024_10,matched,65,65,0,880.74,880.74,0.0
Towel - Beach SEASONAL,US,B2B,2024_11,changed,422,425,3,4876.0,4914.02,38.02
Towel - Beach SEASONAL,US,B2B,2024_12,changed,255,263,8,27659.65,27760.61,100.96
Towel - Beach SEASONAL,US,B2B,2025_01,changed,1826,1835,9,16792.29,16890.7,98.41
Towel - Beach SEASONAL,US,B2B,2025_02,changed,2955,2973,18,39761.73,39971.39,209.66
Towel - Beach SEASONAL,US,B2B,2025_03,changed,2224,2228,4,29722.46,29769.12,46.66
Towel - Beach SEASONAL,US,B2B,2025_04,matched,1769,1769,0,22823.05,22823.05,0.0
Towel - Beach SEASONAL,US,B2B,2025_05,matched,2381,2381,0,33399.31,33399.31,0.0
Towel - Beach SEASONAL,US,B2B,2025_06,matched,763,763,0,10465.33,10465.33,0.0
Towel - Beach SEASONAL,US,B2B,2025_07,matched,500,500,0,7538.0,7538.0,0.0
Towel - Beach SEASONAL,US,B2B,2025_08,matched,153,153,0,2656.08,2656.08,0.0
Towel - Beach SEASONAL,US,B2B,2025_09,matched,279,279,0,4592.14,4592.14,0.0
Towel - Beach SEASONAL,US,B2B,2025_10,matched,295,295,0,4612.02,4612.02,0.0
Towel - Beach SEASONAL,US,B2B,2025_11,matched,155,155,0,2199.2,2199.2,0.0
Towel - Beach SEASONAL,US,B2B,2025_12,matched,73,73,0,789.4,789.4,0.0
Towel - Beach SEASONAL,US,B2B,2026_01,matched,354,354,0,5637.58,5637.58,0.0
Towel - Beach SEASONAL,US,B2B,2026_02,matched,7906,7906,0,107954.93,107954.93,0.0
Towel - Beach SEASONAL,US,B2B,2026_03,matched,13602,13602,0,198051.75,198051.75,0.0
Towel - Beach SEASONAL,US,B2B,2026_04,matched,2346,2346,0,36285.31,36285.31,0.0
Towel - Beach SEASONAL,US,B2B,2026_05,changed,2820,2814,-6,43615.42,43522.48,-92.94
Towel - Beach SEASONAL,US,B2B,2026_06,matched,2160,2160,0,28805.75,28805.75,0.0
Towel - Beach SEASONAL,US,B2B,2026_07,matched,693,693,0,10536.8,10536.8,0.0
Towel - Beach SEASONAL,US,B2B,2026_08,matched,24,24,0,355.8,355.8,0.0
Towel - Beach SEASONAL,US,DTC,2024_01,matched,31,31,0,583.39,583.39,0.0
Towel - Beach SEASONAL,US,DTC,2024_02,matched,53,53,0,1194.69,1194.69,0.0
Towel - Beach SEASONAL,US,DTC,2024_03,changed,171,194,23,4345.95,4864.59,518.64
Towel - Beach SEASONAL,US,DTC,2024_04,changed,250,263,13,6465.07,6785.71,320.64
