SKU,cost,cost_lx,cost_xr,size_long
PONCHK-CAB-XS-GREY-R,3.870,3.870,3.870,Age 2 to 4
PONCHK-CAB-XS-LTPNK,3.870,3.870,3.870,Age 2 to 4
PONCHK-CAB-XS-NAVY,3.870,3.870,3.870,Age 2 to 4
PONCHK-CAB-XS-PINK-R,3.870,3.870,3.870,Age 2 to 4
PONCHK-CAB-XS-RED-R,3.870,3.870,3.870,Age 2 to 4
PONCHK-CAB-XS-YELL-R,3.870,3.870,3.870,Age 2 to 4
PONCHK-DES-MD-CLBSDA,4.210,4.210,4.210,Medium (Age 6 to 10) (75x55cm)
PONCHK-DES-MD-SPCYLME,4.210,4.210,4.210,Medium (Age 6 to 10) (75x55cm)
PONCHK-DES-SM-CLBSDA,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-DES-SM-SPCYLME,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-JUN-MD-FLAMG-R,6.020,6.020,6.020,Age 7 to 10
PONCHK-JUN-MD-MONKY-R,4.210,4.210,4.210,Age 7 to 10
PONCHK-JUN-MD-TIGER-R,6.020,6.020,6.020,Age 7 to 10
PONCHK-JUN-MD-TOUCN-R,6.020,6.020,6.020,Age 7 to 10
PONCHK-JUN-SM-FLAMG-R,3.870,3.870,3.870,Age 4 to 7
PONCHK-JUN-SM-MONKY-R,3.870,3.870,3.870,Age 4 to 7
PONCHK-JUN-SM-TIGER-R,3.870,3.870,3.870,Age 4 to 7
PONCHK-JUN-SM-TOUCN-R,3.870,3.870,3.870,Age 4 to 7
PONCHK-JUN-XS-FLAMG-R,3.870,3.870,3.870,Age 2 to 4
PONCHK-JUN-XS-MONKY-R,3.870,3.870,3.870,Age 2 to 4
PONCHK-JUN-XS-TIGER-R,3.870,3.870,3.870,Age 2 to 4
PONCHK-JUN-XS-TOUCN-R,3.870,3.870,3.870,Age 2 to 4
PONCHK-KID-MD-BUBDRM,4.210,4.210,4.210,Medium (Age 6 to 10) (75x55cm)
PONCHK-KID-MD-CAMO,4.210,4.210,4.210,Age 7 to 10
PONCHK-KID-MD-CAMO-NS,3.870,3.870,3.870,Medium (Age 6 to 10) (75x55cm)
PONCHK-KID-MD-CAMOCUBE,4.210,4.210,4.210,Medium (Age 6 to 10) (75x55cm)
PONCHK-KID-MD-CHECKOUT,4.210,4.210,4.210,Medium (Age 6 to 10) (75x55cm)
PONCHK-KID-MD-CROC,4.210,4.210,4.210,Medium (Age 6 to 10) (75x55cm)
PONCHK-KID-MD-DOODMOOD,3.870,3.870,3.870,Medium (Age 6 to 10) (75x55cm)
PONCHK-KID-MD-FIVEDAY,3.870,3.870,3.870,Medium (Age 6 to 10) (75x55cm)
PONCHK-KID-MD-FLAM,4.210,4.210,4.210,Medium (Age 6 to 10) (75x55cm)
PONCHK-KID-MD-GVCLUB,4.210,4.210,4.210,Medium (Age 6 to 10) (75x55cm)
PONCHK-KID-MD-INTOWILD,4.210,4.210,4.210,Medium (Age 6 to 10) (75x55cm)
PONCHK-KID-MD-JELLY,4.210,4.210,4.210,Medium (Age 6 to 10) (75x55cm)
PONCHK-KID-MD-KARMCHAM,4.210,4.210,4.210,Medium (Age 6 to 10) (75x55cm)
PONCHK-KID-MD-LEOP,4.210,4.210,4.210,Age 7 to 10
PONCHK-KID-MD-POWER,4.210,4.210,4.210,Age 7 to 10
PONCHK-KID-MD-POWER-NS,3.870,3.870,3.870,Medium (Age 6 to 10) (75x55cm)
PONCHK-KID-MD-RAINB,4.210,4.210,4.210,Age 7 to 10
PONCHK-KID-MD-SKATER,4.210,4.210,4.210,Medium (Age 6 to 10) (75x55cm)
PONCHK-KID-MD-SQUIG,4.210,4.210,4.210,Age 7 to 10
PONCHK-KID-MD-TURTROP,4.210,4.210,4.210,Medium (Age 6 to 10) (75x55cm)
PONCHK-KID-SM-BUBDRM,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-KID-SM-CAMO,3.870,3.870,3.870,Age 4 to 7
PONCHK-KID-SM-CAMO-NS,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-KID-SM-CAMOCUBE,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-KID-SM-CHECKOUT,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-KID-SM-CROC,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-KID-SM-DOODMOOD,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-KID-SM-FIVEDAY,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-KID-SM-FLAM,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-KID-SM-GVCLUB,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-KID-SM-INTOWILD,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-KID-SM-JELLY,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-KID-SM-KARMCHAM,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-KID-SM-LEOP,3.870,3.870,3.870,Age 4 to 7
PONCHK-KID-SM-POWER,3.870,3.870,3.870,Age 4 to 7
PONCHK-KID-SM-POWER-NS,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-KID-SM-RAINB,3.870,3.870,3.870,Age 4 to 7
PONCHK-KID-SM-SKATER,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-KID-SM-SQUIG,3.870,3.870,3.870,Age 4 to 7
PONCHK-KID-SM-TURTROP,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-KID-XS-CAMO,3.870,3.870,3.870,Age 2 to 4
PONCHK-KID-XS-LEOP,3.870,3.870,3.870,Age 2 to 4
PONCHK-KID-XS-POWER,3.870,3.870,3.870,Age 2 to 4
PONCHK-KID-XS-RAINB,3.870,3.870,3.870,Age 2 to 4
PONCHK-KID-XS-SQUIG,3.870,3.870,3.870,Age 2 to 4
PONCHK-SUM-MD-CSTCANDY,4.210,4.210,4.210,Medium (Age 6 to 10) (75x55cm)
PONCHK-SUM-MD-UNICN,4.210,4.210,4.210,Age 7 to 10
PONCHK-SUM-MD-UNICN-NS,3.870,3.870,3.870,Medium (Age 6 to 10) (75x55cm)
PONCHK-SUM-SM-CSTCANDY,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-SUM-SM-UNICN,3.870,3.870,3.870,Age 4 to 7
PONCHK-SUM-SM-UNICN-NS,3.870,3.870,3.870,Small (Age 3 to 5) (66x49cm)
PONCHK-SUM-XS-UNICN,3.870,3.870,3.870,Age 2 to 4
PONCHOADULT-LAR-BLUE,6.180,6.180,6.180,Large (105x80cm) 
PONCHOADULT-LAR-GREEN,6.180,6.180,6.180,Large (105x80cm)
PONCHOADULT-LAR-GREY,6.180,6.180,6.180,Large (105x80cm)
PONCHOADULT-LAR-PINK,6.180,6.180,6.180,Large (105x80cm)
PONCHOADULT-LAR-RED,6.180,6.180,6.180,Large (105x80cm)
PONCHOADULT-LAR-YELLOW,6.180,6.180,6.180,Large (105x80cm)
PONCHOADULT-MED-BLUE,6.180,6.180,6.180,Medium (90x70cm)
PONCHOADULT-MED-GREEN,6.180,6.180,6.180,Medium (90x70cm)
PONCHOADULT-MED-GREY,6.020,6.020,6.020,Medium (90x70cm) 
PONCHOADULT-MED-PINK,6.180,6.180,6.180,Medium (90x70cm)
PONCHOADULT-MED-RED,6.020,6.020,6.020,Medium (90x70cm) 
PONCHOADULT-MED-YELLOW,6.180,6.180,6.180,Medium (90x70cm)
PONCHOADULT-SML-BLUE,6.020,6.020,6.020,Small (85x65cm)
PONCHOADULT-SML-GREEN,6.020,6.020,6.020,Small (85x65cm)
PONCHOADULT-SML-GREY,6.020,6.020,6.020,Small (85x65cm)
PONCHOADULT-SML-PINK,6.020,6.020,6.020,Small (85x65cm)
PONCHOADULT-SML-RED,6.020,6.020,6.020,Small (85x65cm)
PONCHOADULT-SML-YELLOW,6.020,6.020,6.020,Small (85x65cm)
PONCHOKIDS-MED-BLUE,4.240,4.240,4.240,Age 7 to 10
PONCHOKIDS-MED-GREEN,4.240,4.240,4.240,Age 7 to 10
PONCHOKIDS-MED-GREY,4.240,4.240,4.240,Age 7 to 10
PONCHOKIDS-MED-PINK,4.240,4.240,4.240,Age 7 to 10
PONCHOKIDS-MED-RED,4.240,4.240,4.240,Age 7 to 10
PONCHOKIDS-MED-YELLOW,4.240,4.240,4.240,Age 7 to 10
PONCHOKIDS-SML-BLUE,3.870,3.870,3.870,Age 4 to 7
PONCHOKIDS-SML-GREEN,3.870,3.870,3.870,Age 4 to 7
PONCHOKIDS-SML-GREY,3.870,3.870,3.870,Age 4 to 7
PONCHOKIDS-SML-PINK,3.870,3.870,3.870,Age 4 to 7 
PONCHOKIDS-SML-PURPLE,3.870,3.870,3.870,Age 4 to 7
PONCHOKIDS-SML-RED,3.870,3.870,3.870,Age 4 to 7 
PONCHOKIDS-SML-YELLOW,3.870,3.870,3.870,Age 4 to 7 
PONCHOKIDS-XSM-BLUE,3.870,3.870,3.870,Age 2 to 4
PONCHOKIDS-XSM-GREEN,3.870,3.870,3.870,Age 2 to 4 
PONCHOKIDS-XSM-GREY,3.870,3.870,3.870,Age 2 to 4 
PONCHOKIDS-XSM-PINK,3.870,3.870,3.870,Age 2 to 4
PONCHOKIDS-XSM-RED,3.870,3.870,3.870,Age 2 to 4 
PONCHOKIDS-XSM-YELLOW,3.870,3.870,3.870,Age 2 to 4 
POS-DIS-LG-FULL-TOWLB-EN-24,12.640,12.640,12.640,Large Cardboard POS
POS-DIS-PREM-1SIDE-24,210.000,210.000,210.000,Premium POS
POS-DIS-PREM-2SIDE-KIT,74.250,74.250,74.250, (81x59cm)
POS-DIS-PREM-3X-PRONGS,2.750,2.750,2.750, (30x10cm)
POS-DIS-PREM-EXRS,35.000,35.000,35.000, (50x20cm)
POS-DIS-PREM-PEG-BOARD,0.000,0.000,0.000, (xcm)
POS-DIS-PREM-WIRE-BASKET,22.500,22.500,22.500, (50x20cm)
POS-DIS-PREM-WOOD-BASKET,32.500,32.500,32.500, (50x20cm)
POS-DIS-SM-DOGTWL-EN-24,2.982,2.982,2.982,Small Cardboard POS
POS-DIS-SM-FULL-BAGF-EN-24,2.398,2.398,2.398,Small Cardboard POS
POS-DIS-SM-FULL-COOL-EN-24,2.398,2.398,2.398,Small Cardboard POS
POS-DIS-SM-FULL-HAIRW-EN-24,0.992,0.992,0.992,Small Cardboard POS
POS-DIS-SM-FULL-MAKUP-EN-24,1.621,1.621,1.621,Small Cardboard POS
POS-DIS-SM-FULL-PICNIC-EN-24,2.398,2.398,2.398,Small Cardboard POS
POS-DIS-SM-FULL-PONCHA-EN-24,2.398,2.398,2.398,Small Cardboard POS
POS-DIS-SM-FULL-PONCHK-EN-24,2.398,2.398,2.398,Small Cardboard POS
POS-DIS-SM-FULL-TOWLB-EN-24,1.852,1.852,1.852,Small Cardboard POS
POS-DIS-SM-FULL-TOWLB-KID-EN-24,2.398,2.398,2.398,Small Cardboard POS
POS-DIS-SM-HEAD-BAGF-EN-24,0.595,0.595,0.595,Small POS Header
POS-DIS-SM-HEAD-COOL-EN-24,0.595,0.595,0.595,Small POS Header
POS-DIS-SM-HEAD-PICNIC-EN-24,0.633,0.633,0.633,Small POS Header
POS-DIS-SM-HEAD-PONCHA-EN-24,0.633,0.633,0.633,Small POS Header
POS-DIS-SM-HEAD-PONCHK-EN-24,0.633,0.633,0.633,Small POS Header
POS-DIS-SM-HEAD-TOWLB-KID-EN-24,0.633,0.633,0.633,Small POS Header
POS-DIS-SM-UNO-SS26,2.398,2.398,2.398,Small Cardboard POS
POS-DISPLAY-LG-FR-22,12.640,12.640,12.640,Large Cardboard POS
POS-DISPLAY-LG-R,12.640,12.640,12.640,Large Cardboard POS
POS-DISPLAY-SM-FR-22,2.398,2.398,2.398,Small Cardboard POS
POS-DISPLAY-SM-R,2.398,2.398,2.398,Small Cardboard POS
POS-SM-TOWLB-24,0.000,0.000,0.000,Small Cardboard POS
PP-TEATWL-MD-2SET-FRUVEG,3.620,3.620,3.620, (xcm)
PP-TEATWL-MD-2SET-RNROO,3.620,3.620,3.620, (xcm)
PP-TEATWL-MD-3SET-FINDIN,0.000,0.000,0.000,Medium (75x45cm)
PP-TEATWL-MD-3SET-KTCHDISC,0.000,0.000,0.000,Medium (75x45cm)
PP-TEATWL-MD-3SET-SETTAB,5.440,5.440,5.440,Medium (75x45cm)
PP-TEATWL-MD-3SET-SPRKSHNE,5.440,5.440,5.440,Set of 3 (75x45cm)
PP-TEATWL-MD-3SET-STRAWFZ,0.000,0.000,0.000,Medium (75x45cm)
PP-TEATWL-MD-3SET-TAPTIM,5.440,5.440,5.440,Medium (75x45cm)
PP-TEATWL-MD-3SET-TART,0.000,0.000,0.000,Medium (75x45cm)
PP-TEATWL-MD-5SET-CULDEL,0.000,0.000,0.000,Medium (75x45cm)
PP-TEATWL-MD-5SET-HOST,0.000,0.000,0.000,Medium (75x45cm)
PP-TEATWL-MD-5SET-PICKY,0.000,0.000,0.000,Medium (75x45cm)
PP-TEATWL-MD-6SET-AFTPTY,0.000,0.000,0.000,Medium (75x45cm)
PP-TEATWL-MD-6SET-FRTCTL,0.000,0.000,0.000,Medium (75x45cm)
PP-TOWLB-CAB-LG-4SET-BLUE,17.210,17.210,17.210,Large (160x90cm)
PP-TOWLB-CAB-LG-4SET-ORANGE,17.210,17.210,17.210,Large (160x90cm)
PP-TOWLB-CAB-LG-4SET-PINK,17.210,17.210,17.210,Large (160x90cm)
PP-TOWLB-CAB-LG-4SETA-R,17.210,17.210,17.210,Large (160x90cm)
PP-TOWLB-CAB-LG-4SETE-R,17.210,17.210,17.210,Large (160x90cm)
PP-TOWLB-CAB-LG-4SETF-R,17.210,17.210,17.210,Large (160x90cm)
PP-TOWLB-CAB-LG-4SETG,17.210,17.210,17.210,Large (160x90cm)
PP-TOWLB-CAB-LG-4SETH,17.210,17.210,17.210,Large (160x90cm)
PP-TOWLB-CAB-LG-4SETK,17.210,17.210,17.210,Large (160x90cm)
PP-TOWLB-CAB-LG-4SETL,17.210,17.210,17.210,Large (160x90cm)
PP-TOWLB-CAB-LG-4SETM,17.210,17.210,17.210,Large (160x90cm)
PP-TOWLB-CAB-LG-4SETN,17.210,17.210,17.210,Large (160x90cm)
PP-TOWLB-CAB-LG-4SETO,17.210,17.210,17.210,Large (160x90cm)
PP-TOWLB-CAB-LG-6SET-BLUE,25.370,25.370,25.370,Large (160x90cm)
PP-TOWLB-CAB-LG-6SET-PINK,25.370,25.370,25.370,Large (160x90cm)
PP-TOWLB-CAB-LG-6SET-R,25.370,25.370,25.370,Large (160x90cm)
PP-TOWLB-CAB-LG-6SETI,25.370,25.370,25.370,Large (160x90cm)
PP-TOWLB-CAB-LG-6SETJ,25.690,25.690,25.690,Large (160x90cm)
PP-TOWLB-CAB-LG-6SETK,25.370,25.370,25.370,Large (160x90cm)
PP-TOWLB-CAB-LG-6SETL,25.370,25.370,25.370,Large (160x90cm)
PP-TOWLB-CAB-LG-6SETM,25.370,25.370,25.370,Large (160x90cm)
PP-TOWLB-CAB-XL-4SET-BLUE,19.690,19.690,19.690,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SET-ORANGE,19.690,19.690,19.690,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SET-PINK,19.690,19.690,19.690,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SETA-R,19.690,19.690,19.690,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SETE-R,19.690,19.690,19.690,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SETF-R,19.690,19.690,19.690,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SETG,19.690,19.690,19.690,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SETH,19.690,19.690,19.690,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SETK,19.690,19.690,19.690,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SETL,19.690,19.690,19.690,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SETM,19.690,19.690,19.690,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SETN,19.690,19.690,19.690,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-4SETO,19.690,19.690,19.690,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-6SET-BLUE,29.090,29.090,29.090,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-6SET-PINK,29.090,29.090,29.090,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-6SET-R,29.090,29.090,29.090,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-6SETI,29.090,29.090,29.090,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-6SETJ,29.090,29.090,29.090,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-6SETK,29.090,29.090,29.090,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-6SETL,29.090,29.090,29.090,Extra Large (200x90cm)
PP-TOWLB-CAB-XL-6SETM,29.090,29.090,29.090,Extra Large (200x90cm)
PP-TOWLB-DES-LG-4SETA,20.820,20.820,20.820,Large (160x90cm)
PP-TOWLB-DES-LG-4SETE,17.210,17.210,17.210,Large (160x90cm)
PP-TOWLB-DES-LG-6SETA,17.210,17.210,17.210,Large (160x90cm)
PP-TOWLB-DES-XL-4SETA,24.580,24.580,24.580,Extra Large (200x90cm)
PP-TOWLB-DES-XL-4SETE,19.690,19.690,19.690,Extra Large (200x90cm)
PP-TOWLB-DES-XL-6SETA,36.720,36.720,36.720,Extra Large (200x90cm)
PP-TOWLB-SUM-LG-6SETA,31.080,31.080,31.080,Large (160x90cm)
PP-TOWLB-SUM-XL-6SETA,29.310,29.310,29.310,Extra Large (200x90cm)
PP01BS-C,0.000,0.000,0.000,
PREORDER-020,0.000,0.000,0.000,
PREORDER-021,0.000,0.000,0.000,
PREORDER-022,0.000,0.000,0.000,
PREORDER-023,0.000,0.000,0.000,
PREORDER-024,0.000,0.000,0.000,
ROBE-CBH-MD-NAVY,14.290,14.290,14.290,Medium / Large
ROBE-CLA-MD-NAVY,13.160,13.160,13.160,Medium / Large
ROBE-CLA-MD-WHITE,13.160,13.160,13.160,Medium / Large
ROBE-GEO-MD-PINK,14.290,14.290,14.290,Medium / Large
ROBE-RET-MD-MONT,14.290,14.290,14.290,Medium / Large
ROBE-RET-MD-SINH,14.290,14.290,14.290,Medium / Large
ROUND-CROSS-ORANGE,8.190,8.190,8.190,Round (200x200cm)
ROUND-CROSS-RED,8.190,8.190,8.190,Round (200x200cm)
ROUND-MAZE-GREEN,8.190,8.190,8.190,Round (200x200cm)
ROUND-MAZE-PINK,8.190,8.190,8.190,Round (200x200cm)
ROUND-MAZE-YELLOW,8.190,8.190,8.190,Round (200x200cm)
ROUND-STRIPE-BLUE,8.190,8.190,8.190,Round (170x170cm)
ROUND-STRIPE-GREEN,8.190,8.190,8.190,Round (170x170cm)
ROUND-STRIPE-GREY,8.190,8.190,8.190,Round (170x170cm)
ROUND-STRIPE-PINK,8.190,8.190,8.190,Round (170x170cm)
ROUND-STRIPE-RAINBOW,8.190,8.190,8.190,Round (170x170cm)
ROUND-STRIPE-RED,8.190,8.190,8.190,Round (170x170cm)
S18-CLASSIC-SML-ORANGE,2.410,2.410,2.410,"Small (100x50"") "
SANDBAG-LTPNK,0.000,0.000,0.000,
SHIP-ON-ACCOUNT-FEDEX,0.000,0.000,0.000, (xcm)
SHIP-ON-ACCOUNT-UPS,0.000,0.000,0.000, (xcm)
SHIPBAG-LAR,0.000,0.000,0.000, (40x35cm)
SHIPBAG-MED,0.000,0.000,0.000, (25x35cm)
SHIPBAG-XLG,0.000,0.000,0.000, (55x35cm)
SHORTS-BOT-LG-BANA,6.950,6.950,6.950,Large
SHORTS-BOT-LG-PALM,6.950,6.950,6.950,Large
SHORTS-BOT-LG-PARA,6.950,6.950,6.950,Large
SHORTS-BOT-MD-BANA,6.950,6.950,6.950,Medium
SHORTS-BOT-MD-PALM,6.950,6.950,6.950,Medium
SHORTS-BOT-MD-PARA,6.950,6.950,6.950,Medium
SHORTS-BOT-SM-BANA,6.950,6.950,6.950,Small
SHORTS-BOT-SM-PALM,6.950,6.950,6.950,Small
SHORTS-BOT-SM-PARA,6.950,6.950,6.950,Small
SHORTS-BOT-XL-BANA,6.950,6.950,6.950,Extra Large
SHORTS-BOT-XL-PALM,6.950,6.950,6.950,Extra Large
SHORTS-BOT-XL-PARA,6.950,6.950,6.950,Extra Large
SHORTS-CAB-LG-BLUE,6.950,6.950,6.950,Large
SHORTS-CAB-LG-RAIN,6.950,6.950,6.950,Large
SHORTS-CAB-LG-RED,6.950,6.950,6.950,Large
SHORTS-CAB-MD-BLUE,6.950,6.950,6.950,Medium
SHORTS-CAB-MD-RAIN,6.950,6.950,6.950,Medium
SHORTS-CAB-MD-RED,6.950,6.950,6.950,Medium
SHORTS-CAB-SM-BLUE,6.950,6.950,6.950,Small
SHORTS-CAB-SM-RAIN,6.950,6.950,6.950,Small
SHORTS-CAB-SM-RED,6.950,6.950,6.950,Small
SHORTS-CAB-XL-BLUE,6.950,6.950,6.950,Extra Large
SHORTS-CAB-XL-RAIN,6.950,6.950,6.950,Extra Large
SHORTS-CAB-XL-RED,6.950,6.950,6.950,Extra Large
SHORTS-PIN-LG-BLACK,6.950,6.950,6.950,Large
SHORTS-PIN-LG-BRIT,6.950,6.950,6.950,Large
SHORTS-PIN-LG-KHAKI,6.950,6.950,6.950,Large
SHORTS-PIN-LG-LTBLU,6.950,6.950,6.950,Large
SHORTS-PIN-LG-NAVY,6.950,6.950,6.950,Large
SHORTS-PIN-LG-ORNG,6.950,6.950,6.950,Large
SHORTS-PIN-MD-BLACK,6.950,6.950,6.950,Medium
SHORTS-PIN-MD-BRIT,6.950,6.950,6.950,Medium
SHORTS-PIN-MD-KHAKI,6.950,6.950,6.950,Medium
SHORTS-PIN-MD-LTBLU,6.950,6.950,6.950,Medium
SHORTS-PIN-MD-NAVY,6.950,6.950,6.950,Medium
SHORTS-PIN-MD-ORNG,6.950,6.950,6.950,Medium
SHORTS-PIN-SM-BLACK,6.950,6.950,6.950,Small
SHORTS-PIN-SM-BRIT,6.950,6.950,6.950,Small
SHORTS-PIN-SM-KHAKI,6.950,6.950,6.950,Small
SHORTS-PIN-SM-LTBLU,6.950,6.950,6.950,Small
SHORTS-PIN-SM-NAVY,6.950,6.950,6.950,Small
SHORTS-PIN-SM-ORNG,6.950,6.950,6.950,Small
SHORTS-PIN-XL-BLACK,6.950,6.950,6.950,Extra Large
SHORTS-PIN-XL-BRIT,6.950,6.950,6.950,Extra Large
SHORTS-PIN-XL-KHAKI,6.950,6.950,6.950,Extra Large
SHORTS-PIN-XL-LTBLU,6.950,6.950,6.950,Extra Large
SHORTS-PIN-XL-NAVY,6.950,6.950,6.950,Extra Large
SHORTS-PIN-XL-ORNG,6.950,6.950,6.950,Extra Large
SHORTSSTRIPE-LAR-BLUE,6.950,6.950,6.950,Large
SHORTSSTRIPE-LAR-BLUENAVY,6.950,6.950,6.950,Large
SHORTSSTRIPE-LAR-GREEN,6.950,6.950,6.950,Large
SHORTSSTRIPE-LAR-ORANGE,6.950,6.950,6.950,Large
SHORTSSTRIPE-LAR-PINK,6.950,6.950,6.950,Large
SHORTSSTRIPE-LAR-RAINBOW,6.950,6.950,6.950,Large
SHORTSSTRIPE-LAR-RED,6.950,6.950,6.950,Large
SHORTSSTRIPE-LAR-YELLOW,6.950,6.950,6.950,Large
SHORTSSTRIPE-MED-BLUE,6.950,6.950,6.950,Medium
SHORTSSTRIPE-MED-BLUENAVY,6.950,6.950,6.950,Medium
SHORTSSTRIPE-MED-GREEN,6.950,6.950,6.950,Medium
SHORTSSTRIPE-MED-ORANGE,6.950,6.950,6.950,Medium
SHORTSSTRIPE-MED-PINK,6.950,6.950,6.950,Medium
SHORTSSTRIPE-MED-RAINBOW,6.950,6.950,6.950,Medium
SHORTSSTRIPE-MED-RED,6.950,6.950,6.950,Medium
SHORTSSTRIPE-MED-YELLOW,6.950,6.950,6.950,Medium
SHORTSSTRIPE-SML-BLUE,6.950,6.950,6.950,Small
SHORTSSTRIPE-SML-BLUENAVY,6.950,6.950,6.950,Small
SHORTSSTRIPE-SML-GREEN,6.950,6.950,6.950,Small
SHORTSSTRIPE-SML-ORANGE,6.950,6.950,6.950,Small
SHORTSSTRIPE-SML-PINK,6.950,6.950,6.950,Small
SHORTSSTRIPE-SML-RAINBOW,6.950,6.950,6.950,Small
SHORTSSTRIPE-SML-RED,6.950,6.950,6.950,Small
SHORTSSTRIPE-SML-YELLOW,6.950,6.950,6.950,Small
SHORTSSTRIPE-XLG-BLUE,6.950,6.950,6.950,Extra Large
SHORTSSTRIPE-XLG-BLUENAVY,6.950,6.950,6.950,Extra Large
SHORTSSTRIPE-XLG-GREEN,6.950,6.950,6.950,Extra Large
SHORTSSTRIPE-XLG-ORANGE,6.950,6.950,6.950,Extra Large
SHORTSSTRIPE-XLG-PINK,6.950,6.950,6.950,Extra Large
SHORTSSTRIPE-XLG-RAINBOW,6.950,6.950,6.950,Extra Large
SHORTSSTRIPE-XLG-RED,6.950,6.950,6.950,Extra Large
SHORTSSTRIPE-XLG-YELLOW,6.950,6.950,6.950,Extra Large
SPAREPOUCH-LAR,0.000,0.000,0.000,
SPAREPOUCH-XLG,0.000,0.000,0.000,
SUMMER-LAR-BLUERED,5.170,5.170,5.170,Large (160x80cm)
SUMMER-LAR-BLUEYELLOW,5.170,5.170,5.170,Large (160x80cm)
SUMMER-LAR-GREENORANGE,5.170,5.170,5.170,Large (160x80cm)
SUMMER-LAR-GREENYELLOW,5.170,5.170,5.170,Large (160x80cm)
SUMMER-LAR-LIGHT-BLUEGREEN,5.170,5.170,5.170,Large (160x80cm)
SUMMER-LAR-LIGHT-RAINBOW,5.170,5.170,5.170,Large (160x80cm)
SUMMER-LAR-LT-GREENPURPLE,5.170,5.170,5.170,Large (160x80cm)
SUMMER-LAR-LT-PINKORANGE,5.170,5.170,5.170,Large (160x80cm)
SUMMER-LAR-PINKPURPLE,5.170,5.170,5.170,Large (160x80cm)
SUMMER-LAR-RAINBOW,5.170,5.170,5.170,Large (160x80cm)
SUMMER-XLG-BLUERED,6.150,6.150,6.150,Extra Large (200x90cm)
SUMMER-XLG-BLUEYELLOW,6.120,6.120,6.120,Extra Large (200x90cm)
SUMMER-XLG-GREENORANGE,6.120,6.120,6.120,Extra Large (200x90cm)
SUMMER-XLG-GREENYELLOW,6.120,6.120,6.120,Extra Large (200x90cm)
SUMMER-XLG-LIGHT-BLUEGREEN,6.120,6.120,6.120,Extra Large (200x90cm)
SUMMER-XLG-LIGHT-RAINBOW,6.120,6.120,6.120,Extra Large (200x90cm)
SUMMER-XLG-LT-GREENPURPLE,6.120,6.120,6.120,Extra Large (200x90cm)
SUMMER-XLG-LT-PINKORANGE,6.120,6.120,6.120,Extra Large (200x90cm)
SUMMER-XLG-PINKPURPLE,6.120,6.120,6.120,Extra Large (200x90cm)
SUMMER-XLG-RAINBOW,6.120,6.120,6.120,Extra Large (200x90cm)
SWAY-LAR-ARCTIC,5.200,5.200,5.200,Large (160x80cm)
SWAY-LAR-ATLANTIC,5.200,5.200,5.200,Large (160x80cm)
SWAY-LAR-INDIAN,5.200,5.200,5.200,Large (160x80cm)
SWAY-LAR-PACIFIC,5.200,5.200,5.200,Large (160x80cm)
SWAY-XLG-ARCTIC,6.150,6.150,6.150,Extra Large (200x90cm)
SWAY-XLG-ATLANTIC,6.150,6.150,6.150,Extra Large (200x90cm)
