sku_channel,sku,channel,units_2024_01,units_2024_02,units_2024_03,units_2024_04,units_2024_05,units_2024_06,units_2024_07,units_2024_08,units_2024_09,units_2024_10,units_2024_11,units_2024_12,units_2025_01,units_2025_02,units_2025_03,units_2025_04,units_2025_05,units_2025_06,units_2025_07,units_2025_08,units_2025_09,units_2025_10,units_2025_11,units_2025_12,units_2026_01,units_2026_02,units_2026_03,units_2026_04,units_2026_05,units_2026_06,units_2026_07,units_2026_08,units_2026_09,units_2026_10,units_2026_11,units_2026_12,revenue_2024_01,revenue_2024_02,revenue_2024_03,revenue_2024_04,revenue_2024_05,revenue_2024_06,revenue_2024_07,revenue_2024_08,revenue_2024_09,revenue_2024_10,revenue_2024_11,revenue_2024_12,revenue_2025_01,revenue_2025_02,revenue_2025_03,revenue_2025_04,revenue_2025_05,revenue_2025_06,revenue_2025_07,revenue_2025_08,revenue_2025_09,revenue_2025_10,revenue_2025_11,revenue_2025_12,revenue_2026_01,revenue_2026_02,revenue_2026_03,revenue_2026_04,revenue_2026_05,revenue_2026_06,revenue_2026_07,revenue_2026_08,revenue_2026_09,revenue_2026_10,revenue_2026_11,revenue_2026_12
TOWLB-SUM-LG-OCEAN - FBA,TOWLB-SUM-LG-OCEAN,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,46,74,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.02,522.31,1207.82,1749.54,570.22,0,0,0,0,0
TOWLB-SUM-LG-PCHSUN - B2B,TOWLB-SUM-LG-PCHSUN,B2B,19,20,159,30,29,39,59,37,61,25,5,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.43,228.12,1855.44,352.07,340.02,447.04,682.92,428.46,715.38,294.93,58.3,0,0,0,112.51,0,0,23.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-SUM-LG-PCHSUN - DTC,TOWLB-SUM-LG-PCHSUN,DTC,78,66,133,200,252,304,777,360,171,91,286,203,0,9,310,1,2,13,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478.73,1306.25,2299.59,3230.11,4677.72,6336.75,15381.76,7565.47,3710.06,1995.57,5687.31,4155.56,0,193.35,6021.99,15.87,40.28,264.78,22,0,0,80.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-SUM-LG-PCHSUN - FBA,TOWLB-SUM-LG-PCHSUN,FBA,28,24,32,41,74,88,142,100,38,30,17,9,1,0,17,37,124,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624.07,490.45,699.43,864.99,1649.08,1924.71,2971.47,2270.67,899.76,708.89,377.55,218.29,23.33,0,306.95,650.02,1884.06,800.37,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-SUM-LG-PEACH-R - DTC,TOWLB-SUM-LG-PEACH-R,DTC,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.54,59.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-SUM-LG-RAINB-R - B2B,TOWLB-SUM-LG-RAINB-R,B2B,14,28,219,10,324,41,92,12,0,2,5,19,13,28,3,56,94,37,85,43,12,46,6,2,12,7,6,20,28,0,6,0,0,0,0,0,160.55,321.87,2543.77,118.29,3748.32,477.74,1024.02,141.94,0,24.53,58.3,220.55,158.94,540.65,35.54,703.4,1086.36,442.84,992.83,498.7,165,578.74,74.22,0,151.33,1469.16,82.5,275,325.42,0,82.5,0,0,0,0,0
TOWLB-SUM-LG-RAINB-R - DTC,TOWLB-SUM-LG-RAINB-R,DTC,46,50,111,173,224,192,517,72,10,18,132,104,46,29,79,99,178,147,169,319,156,18,258,98,30,26,42,45,55,69,63,0,0,0,0,0,649.94,384.31,820.44,1266.43,1263.63,3488.33,9535.4,1247.91,177.46,342.35,2402.22,1977.32,946.46,593.46,1483.63,2022.06,3561.61,3021.73,3171.78,5601.99,2783.73,396.23,4579.78,1817.15,578.17,604.27,941.08,1039.9,1134.28,1516.5,1280.64,0,0,0,0,0
TOWLB-SUM-LG-RAINB-R - FBA,TOWLB-SUM-LG-RAINB-R,FBA,13,10,10,47,11,13,54,46,2,1,3,4,9,8,15,12,24,42,47,27,14,4,19,5,0,0,1,4,51,37,0,0,0,0,0,0,277.74,171.47,191.29,704.16,64.08,272.98,1114.31,1012.39,46.66,27.49,47.87,58.36,200.79,178.31,338.27,247.28,515.83,901.1,903.57,572.63,326.45,81.51,376.75,109,0,0,26.12,85.99,1080.58,653.04,0,0,0,0,0,0
TOWLB-SUM-LG-SANDSEA - B2B,TOWLB-SUM-LG-SANDSEA,B2B,33,150,562,30,31,36,43,219,11,35,5,16,13,32,28,39,72,186,123,128,254,12,0,12,50,0,5,0,0,0,0,0,0,0,0,0,378.39,1635.8,7394.02,321.88,340.62,426.52,487.61,2363.28,132.32,417.01,58.3,192.31,140.51,4635.14,1376.33,3826.85,845.33,2073.78,3572.26,1501.41,2773.86,139.92,0,165,583,0,58.3,0,0,0,0,0,0,0,0,0
TOWLB-SUM-LG-SANDSEA - DTC,TOWLB-SUM-LG-SANDSEA,DTC,0,11,106,167,192,132,232,175,116,41,124,165,65,35,79,152,472,164,288,799,404,22,463,585,252,13,0,72,85,8,8,0,0,0,0,0,0,255.07,2359.46,3875.2,4201.49,2871.24,5095.79,3809.9,2579.32,934.54,2642.24,3734.53,1502.26,772.54,1624.53,3202.36,10110.37,3331.73,5797.82,14075.79,7150.02,535.93,8453.09,10754.6,4455.37,262.7,0,1617.59,1834.68,147.4,149.07,0,0,0,0,0
TOWLB-SUM-LG-SANDSEA - FBA,TOWLB-SUM-LG-SANDSEA,FBA,0,1,16,22,44,30,48,56,14,12,21,1,8,9,8,9,11,17,24,18,4,4,4,3,1,5,5,14,33,43,5,0,0,0,0,0,0,27.5,361.21,443.05,987.69,649.68,987.75,1252.18,326.62,276.46,444.42,27.49,190.79,209.97,163.1,202.96,246.89,366.24,523.03,389.55,105.8,97.97,79.32,73.15,26.66,133.3,132.31,305.81,698.48,911.56,103.39,0,0,0,0,0
TOWLB-SUM-LG-TUTFRU - B2B,TOWLB-SUM-LG-TUTFRU,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,88,376,87,119,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7965.17,1157.87,4267.15,1099.58,1542.75,1584,0,0,0,0,0
TOWLB-SUM-LG-TUTFRU - DTC,TOWLB-SUM-LG-TUTFRU,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,119,179,236,374,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554.04,2900.28,4131.73,5397.53,8260,5463.82,0,0,0,0,0
TOWLB-SUM-LG-TUTFRU - FBA,TOWLB-SUM-LG-TUTFRU,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,15,55,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.55,398.6,402.17,1307.37,578.7,0,0,0,0,0
TOWLB-SUM-LG-UNICN-R - B2B,TOWLB-SUM-LG-UNICN-R,B2B,21,244,723,165,72,387,81,990,50,85,15,20,1,80,11,304,99,315,345,130,228,24,12,12,63,50,14,18,7,26,0,0,0,0,0,0,245.57,2617.74,7644.91,1685.37,801.29,4040.27,869.43,10465.3,468.69,919.75,178.77,234.66,-4.33,3833.91,2238.14,5671.34,1072.35,3424.92,5875.26,1393.14,2482.72,320.11,149.06,165,655.26,2560.14,192.5,236.97,93.07,357.5,0,0,0,0,0,0
TOWLB-SUM-LG-UNICN-R - DTC,TOWLB-SUM-LG-UNICN-R,DTC,135,128,242,356,526,361,867,385,147,102,278,297,147,108,186,291,484,500,652,597,231,59,481,219,68,56,93,76,133,133,151,0,0,0,0,0,2481.53,1809.86,3144.37,4841.8,7370.94,7225.87,17223.56,8157.92,3116.42,2219.3,5476.85,6140.13,3205.56,2295.83,3821.01,6015.93,9631.61,9974.36,12954.49,10624.32,4387.65,1383.46,8629.59,4199.09,1531.2,1413.26,2269.27,1794.25,3198.2,2922.36,3473.28,0,0,0,0,0
TOWLB-SUM-LG-UNICN-R - FBA,TOWLB-SUM-LG-UNICN-R,FBA,33,28,71,51,126,107,160,202,108,93,149,176,39,32,44,49,100,102,146,90,30,4,149,34,13,5,6,5,12,173,8,0,0,0,0,0,707.22,558.5,1516.24,1031.16,2583.44,2307.67,3272.96,4596.84,2523.09,2033.11,2834.47,3822.56,912.32,742.37,1005.76,1093.94,2213.49,2250.38,2965.12,1965.89,724.27,85.53,2104.2,788.6,315.32,137.45,152.59,113.47,245.49,3463.76,216.79,0,0,0,0,0
TOWLB-SUM-MD-UNICN - B2B,TOWLB-SUM-MD-UNICN,B2B,3,10,3,83,24,9,10,25,13,23,27,10,13,12,1,66,10,0,23,0,6,18,0,6,6,1,46,40,0,0,0,0,0,0,0,0,28.5,99,31.58,827.37,243.6,90,100,250,136.84,184.25,207.5,75,114.79,110.2,9.5,660,100,0,206.01,0,60,180,0,60,53.06,-0.43,488.25,443.46,0,0,0,0,0,0,0,0
TOWLB-SUM-MD-UNICN - DTC,TOWLB-SUM-MD-UNICN,DTC,10,37,66,109,118,101,216,160,94,60,121,128,79,58,14,93,126,0,132,12,78,38,187,150,47,61,39,30,46,46,40,0,0,0,0,0,199.3,729.68,1235.57,2102.28,2310.83,2005.24,4108.83,3228.44,1889.66,1178.82,2203.2,2453.66,1563.17,1064.14,258.21,1655.27,2295.41,0,2332.25,197.37,1534.51,705.43,3092.3,2751.25,881.22,1112.48,792.12,633.04,1014.93,1065.47,860.3,0,0,0,0,0
TOWLB-SUM-MD-UNICN - FBA,TOWLB-SUM-MD-UNICN,FBA,0,4,3,12,28,19,23,39,13,13,10,10,19,10,2,6,34,13,16,44,31,12,15,26,22,13,26,40,41,35,10,0,0,0,0,0,0,92.65,64.9,227.48,543.82,362.63,405.26,754.78,263.99,273.64,181.01,187.96,379.83,201.38,43.33,133.4,642.78,252.03,311.2,816.97,621.77,221.89,253.85,477.74,387.81,259.87,512.75,815.89,936.92,834.54,233.69,0,0,0,0,0
TOWLB-SUM-X2-UNICN - B2B,TOWLB-SUM-X2-UNICN,B2B,0,2,0,3,10,1,0,3,0,2,0,0,2,0,0,4,0,0,4,32,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,39.58,0,62.49,208.3,21.75,0,63.34,0,41.66,0,0,-1.98,0,0,1398.53,0,0,83.32,435.06,0,0,0,0,0,0,0,22.27,83.32,0,0,0,0,0,0,0
TOWLB-SUM-X2-UNICN - DTC,TOWLB-SUM-X2-UNICN,DTC,7,3,27,29,51,41,75,116,20,7,47,28,9,16,31,0,44,41,34,48,39,8,36,38,66,23,37,36,60,37,24,0,0,0,0,0,0,75,819.62,991.71,1577.57,1573.5,2767.81,3595.35,605.83,264.6,1532.22,935.08,318.1,606.62,1087.3,0,1536.61,1375.49,1144.71,1522.14,1240.19,256.68,1103.72,1107.84,1846.1,787.14,1317.71,1279.7,2058.05,1515.76,997.56,0,0,0,0,0
TOWLB-SUM-X2-UNICN - FBA,TOWLB-SUM-X2-UNICN,FBA,0,0,4,5,6,7,12,10,2,2,5,0,1,1,4,5,4,5,19,6,0,0,0,2,0,0,0,1,9,23,16,0,0,0,0,0,0,0,150.99,182.65,249.96,283.31,441.61,370.78,83.32,83.32,203.86,0,41.66,41.66,158.31,191.63,162.47,202.55,687.39,248.72,0,0,0,91.66,0,0,0,36.66,306.1,786.86,563.9,0,0,0,0,0
TOWLB-SUM-XL-4SET - DTC,TOWLB-SUM-XL-4SET,DTC,0,0,18,2,8,62,28,52,22,14,12,18,13,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372,136,600,-114.4,-40,264,56,-16,-15.2,68,0,-17.06,0,-8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-SUM-XL-5SET - DTC,TOWLB-SUM-XL-5SET,DTC,0,0,1,0,6,39,19,45,15,9,7,18,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.67,0,592.02,-36,-20,440,71,151,-10,90,96,-10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-SUM-XL-5SET - FBA,TOWLB-SUM-XL-5SET,FBA,0,0,0,1,8,10,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.84,758.74,303.79,195,97.5,0,0,-12.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-SUM-XL-6SET - DTC,TOWLB-SUM-XL-6SET,DTC,0,0,0,0,0,0,1,3,0,1,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.67,96.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-SUM-XL-6SET-RAINSHRS - DTC,TOWLB-SUM-XL-6SET-RAINSHRS,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-SUM-XL-COLAGN - B2B,TOWLB-SUM-XL-COLAGN,B2B,0,0,0,0,0,0,0,0,0,0,0,0,11,43,49,38,38,69,56,21,12,6,0,0,0,10,25,16,24,42,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.51,545.26,581.78,1126.27,495.15,823.45,728.79,287.61,180,79.98,0,0,0,88.72,334.36,203.62,277.5,630,270,0,0,0,0,0
TOWLB-SUM-XL-COLAGN - DTC,TOWLB-SUM-XL-COLAGN,DTC,0,0,0,0,0,0,0,0,0,0,0,0,2,188,258,442,558,724,855,706,259,134,375,181,94,109,234,308,561,934,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4427.07,5934.69,10156.76,12675.1,16613.12,18664.26,15203.73,6321.09,3381.68,9052.41,4305.87,2541.72,2934.07,6104.03,8174.12,14297.92,24298.19,13312.98,0,0,0,0,0
TOWLB-SUM-XL-COLAGN - FBA,TOWLB-SUM-XL-COLAGN,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,65,77,146,153,87,34,34,27,31,8,18,18,25,48,115,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.95,961.48,1630.56,1867.8,3669.32,3525.57,2151.51,970.53,929.04,671.74,883.21,227.93,539.82,532.1,713.75,1337.53,3043.49,1205.65,0,0,0,0,0
TOWLB-SUM-XL-CSTCANDY - B2B,TOWLB-SUM-XL-CSTCANDY,B2B,0,0,0,0,0,0,0,0,0,0,0,0,20,55,83,48,54,553,90,25,12,12,6,12,0,29,21,27,38,418,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.91,704.62,1016.02,1262.32,692.68,4838.92,1180.35,331.25,180,159.96,79.98,180,0,10167.09,271.29,101.81,434.57,6270,630,0,0,0,0,0
TOWLB-SUM-XL-CSTCANDY - DTC,TOWLB-SUM-XL-CSTCANDY,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,136,157,293,615,434,525,396,186,78,214,95,57,66,82,103,282,350,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3386.3,3823.44,6965.23,14303.46,10076.21,12138.8,9119.05,5024.07,1971.76,5023.99,2429.5,1504.01,1659.04,2217.03,2842.15,7644.35,9949.58,7141.39,0,0,0,0,0
TOWLB-SUM-XL-CSTCANDY - FBA,TOWLB-SUM-XL-CSTCANDY,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,49,100,125,168,278,135,47,24,24,26,16,17,24,32,33,180,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.46,1247.86,2541.11,3127.44,4226.42,6495.43,3352.38,1320.45,670.1,637.05,689.56,447.44,484.5,672.62,883.42,917.92,4633.44,1188.16,0,0,0,0,0
TOWLB-SUM-XL-DSKDWN - B2B,TOWLB-SUM-XL-DSKDWN,B2B,13,4,7,13,38,14,3,17,6,11,3,0,7,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.12,54.52,93.31,170.27,506.54,187.8,39.99,230.67,79.98,148.05,39.99,0,84.26,40.92,107.4,39.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-SUM-XL-DSKDWN - DTC,TOWLB-SUM-XL-DSKDWN,DTC,82,74,124,165,229,258,91,209,114,90,155,329,386,49,86,49,22,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1944.53,1671.07,2527.49,3970.9,5212.61,5965.43,2024.16,4541.58,2661.72,2066.05,3471,7071.82,7984.73,1187.67,2236.08,1198.82,555.61,0,30.83,0,0,0,59.06,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-SUM-XL-DSKDWN - FBA,TOWLB-SUM-XL-DSKDWN,FBA,27,27,64,57,24,93,9,14,38,32,27,26,2,7,24,34,55,26,37,32,21,4,6,2,4,0,7,54,6,0,0,0,0,0,0,0,706.01,692.41,1583.46,1342.5,405.11,2277.64,217.48,314.2,1013.33,817.49,656.48,677.16,61.66,187.46,491.41,682.43,1113.63,519.77,914.23,798.35,521.97,119.96,149.98,53.99,116.96,0,182.93,1282.66,139.19,0,0,0,0,0,0,0
TOWLB-SUM-XL-ENDRVR - B2B,TOWLB-SUM-XL-ENDRVR,B2B,8,14,3,11,448,36,37,30,8,20,5,4,15,16,20,14,56,106,91,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.29,181.39,39.99,80.34,5921.97,481.44,467.65,409.58,108.55,275.19,66.65,28.61,183.99,216.02,267.36,187.82,754.42,1304.09,1184.72,303.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-SUM-XL-ENDRVR - DTC,TOWLB-SUM-XL-ENDRVR,DTC,0,0,17,256,401,330,444,430,144,91,296,398,513,66,103,195,302,286,648,618,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.33,6326.71,9259.21,8042.01,10692.29,9956.88,3515.17,2147.52,6676.52,8478.09,10349.72,1631.31,2544.63,4857.71,7592.03,7302.62,14774.19,13091.01,111.09,0,162.66,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-SUM-XL-ENDRVR - FBA,TOWLB-SUM-XL-ENDRVR,FBA,49,48,57,60,104,161,220,182,42,44,51,36,24,25,23,43,96,95,190,54,46,12,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1275.97,1201.52,1394.49,1418.54,2449.23,3928.64,5091.88,4605.14,1117.05,1074.43,1253,958.24,641.74,667.12,480.09,882.41,1956.46,1934.03,4312.86,1329.86,1131.72,323.97,661.42,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-SUM-XL-MIAMI - B2B,TOWLB-SUM-XL-MIAMI,B2B,0,0,0,0,0,0,0,0,0,0,0,1,12,57,50,36,57,671,79,48,18,0,6,0,6,22,44,17,68,142,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.7,6065.09,593.44,1365.24,752.13,5780.33,1007.33,647.52,249.96,0,90,0,90,7468.72,599.69,215.43,884.57,2115,450,0,0,0,0,0
TOWLB-SUM-XL-MIAMI - DTC,TOWLB-SUM-XL-MIAMI,DTC,0,0,0,0,0,0,0,0,0,0,0,0,2,137,210,392,382,505,801,593,243,100,286,171,80,101,157,236,560,894,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3189.3,4760.31,8948.78,8671.68,11701.92,17478.28,12810.78,6061.86,2554.05,6878.65,4043.8,2199.11,2743.22,4030.17,6115.66,14342.33,23509.76,11772.62,0,0,0,0,0
TOWLB-SUM-XL-MIAMI - FBA,TOWLB-SUM-XL-MIAMI,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,57,83,83,154,57,19,19,31,18,14,22,30,23,34,106,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.63,666.28,1426.27,2092.51,2100.09,3533.66,1396.89,503.2,499.16,767.69,490.21,378.14,627,841.4,608.93,959.69,2917.98,1613.44,0,0,0,0,0
TOWLB-SUM-XL-OCEAN - B2B,TOWLB-SUM-XL-OCEAN,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,50,16,6,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797.25,664.04,199.12,7.5,270,90,0,0,0,0,0
TOWLB-SUM-XL-OCEAN - DTC,TOWLB-SUM-XL-OCEAN,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,150,187,361,612,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.33,3747.25,4553.46,8730.4,15092.13,5118.11,0,0,0,0,0
TOWLB-SUM-XL-OCEAN - FBA,TOWLB-SUM-XL-OCEAN,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,23,56,116,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,583.33,641.8,1580.71,3057.04,123.3,0,0,0,0,0
TOWLB-SUM-XL-PCHSUN - B2B,TOWLB-SUM-XL-PCHSUN,B2B,19,6,10,10,30,15,33,16,7,13,4,1,8,5,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.78,82.41,133.3,128.28,402.79,201.25,444.81,215.71,95.22,176.57,53.32,0,99.1,67.58,143,26.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-SUM-XL-PCHSUN - DTC,TOWLB-SUM-XL-PCHSUN,DTC,63,65,110,168,263,258,330,294,116,78,171,327,429,53,323,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1532.27,1500.93,2172.52,3876.38,5877.32,5875.26,7867.99,6593,2730.86,1755.01,3751.02,7073.68,8631.04,1290.54,6854.52,313.81,0,0,0,0,0,0,28.8,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-SUM-XL-PCHSUN - FBA,TOWLB-SUM-XL-PCHSUN,FBA,26,26,66,77,47,119,139,141,32,18,42,25,4,8,24,35,100,122,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682.5,682.51,1603.43,1809.86,994.85,2913.37,3291.43,3581.45,853.12,454.88,1015.81,641.26,117.32,214.12,506.12,716.71,1706.22,1958.2,42.66,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-SUM-XL-RAINB-R - B2B,TOWLB-SUM-XL-RAINB-R,B2B,13,2,36,22,23,24,50,29,9,13,1,10,3,1,0,17,21,926,46,12,12,0,6,0,6,41,18,6,17,0,12,0,0,0,0,0,166.58,26.66,463.88,295.43,279.94,332,674.75,394.05,119.97,179.13,13.33,135.09,48.38,4279.86,0,330.78,282.17,6001.34,602.92,159.96,169.98,0,90,0,79.6,2328.77,259.98,90,188.23,0,90,0,0,0,0,0
TOWLB-SUM-XL-RAINB-R - DTC,TOWLB-SUM-XL-RAINB-R,DTC,47,55,105,79,108,216,151,186,84,66,69,89,53,28,2,87,127,141,175,265,126,29,221,62,33,12,32,43,92,77,33,0,0,0,0,0,921.39,681.76,1021.52,1718.88,1635.72,4223.01,3379.71,3817.73,1812.71,1363.74,1433.2,1896.61,1093.21,606.82,0,1898.25,2789.94,2393.29,3631.34,5072.4,2515.41,617.97,4063.79,1182.02,727.63,303.22,829.49,1016.24,2253.4,1915.77,948.77,0,0,0,0,0
TOWLB-SUM-XL-RAINB-R - FBA,TOWLB-SUM-XL-RAINB-R,FBA,9,10,10,28,48,64,78,54,11,17,17,12,3,6,7,18,13,21,61,28,9,2,7,4,8,3,10,9,39,69,20,0,0,0,0,0,234.6,239.61,234.43,624.84,991.75,1440.12,1785.36,1330.06,273.26,361.47,343.26,287.53,79.98,160.8,186.62,428.19,260.17,517.87,1354.43,679.85,238.92,56.98,177.42,109.46,233.92,78.96,268.4,235.58,980.82,1568.93,589.3,0,0,0,0,0
TOWLB-SUM-XL-SANDSEA - B2B,TOWLB-SUM-XL-SANDSEA,B2B,9,17,5,26,28,29,22,23,4,9,4,8,13,3,23,12,1,20,42,12,0,0,0,12,6,0,5,0,22,0,0,0,0,0,0,0,113.42,222.8,66.65,288.24,322.5,393.52,264.92,317.96,53.32,124.9,53.32,106.64,130.56,39.99,301.75,281.49,13.33,164.17,531.6,159.96,0,0,0,180,90,0,66.65,0,244.29,0,0,0,0,0,0,0
TOWLB-SUM-XL-SANDSEA - DTC,TOWLB-SUM-XL-SANDSEA,DTC,0,13,90,124,117,102,173,126,53,35,76,64,29,21,39,82,25,11,166,596,322,31,349,397,483,1,0,142,505,246,0,0,0,0,0,0,0,309.48,2230.45,3125.32,2829.82,2547.61,4203.03,3071.64,1355.66,878.14,1735.87,1578.82,729.16,492.58,973.92,1755.17,551.23,207.33,3642.86,11543.48,6383.85,751.6,6694.55,7364.19,8914.45,20.1,0,3182.89,11954.09,5830.86,0,0,0,0,0,0
TOWLB-SUM-XL-SANDSEA - FBA,TOWLB-SUM-XL-SANDSEA,FBA,0,4,29,27,48,41,73,53,12,12,16,16,13,8,3,4,23,16,22,13,2,3,0,2,0,1,2,15,74,9,0,0,0,0,0,0,0,103.15,713.03,655.81,1219.99,1005.23,1715.71,1345.67,319.92,311.92,362.43,409.19,346.58,213.28,79.98,103.97,581.16,414.72,525.21,321.24,59.98,76.44,0,45.32,0,29.99,58.49,355.5,1682.7,216.38,0,0,0,0,0,0
TOWLB-SUM-XL-TUTFRU - B2B,TOWLB-SUM-XL-TUTFRU,B2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,32,16,12,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711.75,434.54,203.62,180,90,270,0,0,0,0,0
TOWLB-SUM-XL-TUTFRU - DTC,TOWLB-SUM-XL-TUTFRU,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,139,205,399,595,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768.15,3535.78,5107.14,9755.46,14289.61,5186.27,0,0,0,0,0
