sku_channel,sku,channel,units_2024_01,units_2024_02,units_2024_03,units_2024_04,units_2024_05,units_2024_06,units_2024_07,units_2024_08,units_2024_09,units_2024_10,units_2024_11,units_2024_12,units_2025_01,units_2025_02,units_2025_03,units_2025_04,units_2025_05,units_2025_06,units_2025_07,units_2025_08,units_2025_09,units_2025_10,units_2025_11,units_2025_12,units_2026_01,units_2026_02,units_2026_03,units_2026_04,units_2026_05,units_2026_06,units_2026_07,units_2026_08,units_2026_09,units_2026_10,units_2026_11,units_2026_12,revenue_2024_01,revenue_2024_02,revenue_2024_03,revenue_2024_04,revenue_2024_05,revenue_2024_06,revenue_2024_07,revenue_2024_08,revenue_2024_09,revenue_2024_10,revenue_2024_11,revenue_2024_12,revenue_2025_01,revenue_2025_02,revenue_2025_03,revenue_2025_04,revenue_2025_05,revenue_2025_06,revenue_2025_07,revenue_2025_08,revenue_2025_09,revenue_2025_10,revenue_2025_11,revenue_2025_12,revenue_2026_01,revenue_2026_02,revenue_2026_03,revenue_2026_04,revenue_2026_05,revenue_2026_06,revenue_2026_07,revenue_2026_08,revenue_2026_09,revenue_2026_10,revenue_2026_11,revenue_2026_12
TOWLB-SUM-XL-TUTFRU - FBA,TOWLB-SUM-XL-TUTFRU,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,24,73,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.89,326.89,665.77,1895.61,398.88,0,0,0,0,0
TOWLB-SUM-XL-UNICN-R - B2B,TOWLB-SUM-XL-UNICN-R,B2B,5,9,146,6,493,15,42,17,8,13,7,10,1,35,1,15,53,80,89,96,30,6,12,0,18,43,0,12,10,18,18,0,0,0,0,0,65.61,122.4,1930.18,76.96,6545.03,201.4,535.45,226.61,106.64,176.22,93.31,134.24,-4.95,3762.73,14.09,298.9,708.73,992.54,1141.36,973.52,429.96,79.98,160.98,0,255.1,1726.25,0,180,82.29,270,180,0,0,0,0,0
TOWLB-SUM-XL-UNICN-R - DTC,TOWLB-SUM-XL-UNICN-R,DTC,95,85,171,29,222,329,324,296,120,96,131,122,89,45,9,138,246,277,340,421,173,48,383,141,61,42,55,72,125,112,114,0,0,0,0,0,1939.16,1353.22,2588.83,396.17,4144.17,6984.5,7546.03,6512.63,2686.63,2152.96,2906.9,2655.21,2044.33,1028.03,219.1,3196,5586.43,6294.72,7484.42,8366.33,3648.21,1162.86,7245.25,2929.97,1431.46,1083.7,1436.81,1834.25,3152.44,2885.23,3085.79,0,0,0,0,0
TOWLB-SUM-XL-UNICN-R - FBA,TOWLB-SUM-XL-UNICN-R,FBA,19,19,15,5,15,101,167,109,69,88,129,76,16,12,20,25,40,33,78,15,4,9,289,2,4,4,11,4,9,63,4,0,0,0,0,0,502.04,457.76,350.77,95.75,140.26,2375.07,3883.62,2755.44,1831.83,2013.91,2612.28,1751.1,432.26,314.87,517.21,607.58,922.12,800.28,1691.06,325.29,102.29,221.38,4353.16,50.98,110.96,108.95,323.89,103.13,209.43,1351.7,118.46,0,0,0,0,0
TOWLB-TYD-LG-BLUE - B2B,TOWLB-TYD-LG-BLUE,B2B,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-TYD-LG-BLUE - DTC,TOWLB-TYD-LG-BLUE,DTC,0,0,0,31,45,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730.13,1047.72,50,22.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-TYD-LG-GREEN - B2B,TOWLB-TYD-LG-GREEN,B2B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-TYD-LG-GREEN - DTC,TOWLB-TYD-LG-GREEN,DTC,28,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636.25,0,110.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-TYD-LG-NAVY - B2B,TOWLB-TYD-LG-NAVY,B2B,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-TYD-LG-NAVY - DTC,TOWLB-TYD-LG-NAVY,DTC,26,2,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612.84,47.67,928.75,41.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-TYD-LG-PINK - B2B,TOWLB-TYD-LG-PINK,B2B,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-TYD-XL-BLUE - B2B,TOWLB-TYD-XL-BLUE,B2B,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-TYD-XL-BLUE - DTC,TOWLB-TYD-XL-BLUE,DTC,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.53,155.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-TYD-XL-GREEN - B2B,TOWLB-TYD-XL-GREEN,B2B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-TYD-XL-GREEN - DTC,TOWLB-TYD-XL-GREEN,DTC,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-TYD-XL-NAVY - B2B,TOWLB-TYD-XL-NAVY,B2B,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-TYD-XL-NAVY - DTC,TOWLB-TYD-XL-NAVY,DTC,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.01,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-TYD-XL-PINK - B2B,TOWLB-TYD-XL-PINK,B2B,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLB-TYD-XL-PINK - DTC,TOWLB-TYD-XL-PINK,DTC,0,0,0,29,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744.21,566.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLF-ESS-LG-4SET-R - DTC,TOWLF-ESS-LG-4SET-R,DTC,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,5,3,5,6,0,1,0,2,5,0,3,5,5,10,0,0,0,0,0,0,0,0,0,67.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,-7.5,-7.5,75,0,0,0,0,0
TOWLF-ESS-LG-4SET-R - FBA,TOWLF-ESS-LG-4SET-R,FBA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,79.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.99,0,0,0,0,0,0
TOWLF-ESS-LG-6SET - DTC,TOWLF-ESS-LG-6SET,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,1,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.05,0,0,0,0,0,0,0
TOWLF-ESS-LG-BLUE-R - B2B,TOWLF-ESS-LG-BLUE-R,B2B,0,14,1,9,12,10,8,32,0,0,0,0,1,5,4,0,7,11,23,0,6,0,0,0,0,5,6,0,6,0,0,0,0,0,0,0,0,128.38,10.41,99.94,115.99,100.28,88.28,329.78,0,0,0,0,-0.49,52.05,41.64,0,72.87,75.59,224.44,0,66,0,0,0,0,32.61,75,0,62.46,0,0,0,0,0,0,0
TOWLF-ESS-LG-BLUE-R - DTC,TOWLF-ESS-LG-BLUE-R,DTC,30,15,20,35,39,43,59,114,40,30,47,58,14,18,26,7,28,53,44,71,42,9,54,27,10,14,17,21,23,33,33,0,0,0,0,0,618.99,309.26,414.37,694.98,798.73,864.47,1202.44,2200.74,837.01,606.08,947.38,1175.9,291.77,381.28,537.42,151.76,592.22,1013.51,924.15,1301.68,779.84,210.12,1053.6,599.65,213.9,308.33,399.61,501.73,483.3,744.47,717.05,0,0,0,0,0
TOWLF-ESS-LG-BLUE-R - FBA,TOWLF-ESS-LG-BLUE-R,FBA,2,7,15,20,4,27,34,24,10,1,1,8,18,17,8,13,21,12,18,15,7,2,5,7,2,2,3,9,7,13,11,0,0,0,0,0,47.98,141.64,291.61,383.28,83.32,528.62,643.71,515.65,221.95,18.18,23.99,168.75,383.42,354.82,169.19,258.3,414.52,245.34,349.74,289.49,160.37,42.48,90.79,165.14,43.74,43.74,78.72,212.42,164.93,301.15,268.64,0,0,0,0,0
TOWLF-ESS-LG-BLUE-R.amzn1 - FBA,TOWLF-ESS-LG-BLUE-R.amzn1,FBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLF-ESS-LG-DKBLU - B2B,TOWLF-ESS-LG-DKBLU,B2B,6,24,5,5,114,2,13,0,0,0,0,2,3,0,7,2,7,17,0,0,10,30,0,0,0,60,0,0,42,6,0,0,0,0,0,0,66.2,284.6,52.07,53.76,1928.64,20.82,140.33,0,0,0,0,23.08,19.42,0,72.87,20.82,73.74,139.52,0,0,106.46,375,0,0,0,630.43,0,0,499.92,62.46,0,0,0,0,0,0
TOWLF-ESS-LG-DKBLU - DTC,TOWLF-ESS-LG-DKBLU,DTC,35,68,81,111,122,24,94,0,76,33,215,312,99,14,95,269,252,129,99,120,56,35,175,169,13,41,160,36,60,79,38,0,0,0,0,0,759.04,1416.87,1720.95,2279.82,2539.5,483.31,1918.58,0,1592.7,696.9,4205.83,6533.35,2106.5,318.12,1991.6,5229.11,4905.92,2705.77,2087.15,2595.78,1355.24,888.87,3527.78,3645.35,316.28,989.97,3448.79,864.79,1418.03,1869.23,915.71,0,0,0,0,0
TOWLF-ESS-LG-DKBLU - FBA,TOWLF-ESS-LG-DKBLU,FBA,3,20,15,16,6,6,86,4,4,4,33,50,52,3,22,37,51,80,75,48,25,22,10,23,12,18,20,25,44,42,26,0,0,0,0,0,65.6,425.1,295.03,320.8,134.57,121.73,1664.23,79.15,95.96,99.46,671.79,1076,1090.74,65.04,485.47,767.74,1078.29,1633.9,1413.05,965.72,616.43,542.28,249.07,584.76,297.38,449.82,503.47,616,1068.04,1017.46,664.63,0,0,0,0,0
TOWLF-ESS-LG-GREEN-R - B2B,TOWLF-ESS-LG-GREEN-R,B2B,0,20,3,4,3,11,2,12,0,0,0,0,45,1,0,1,5,12,10,0,0,0,0,0,0,0,18,0,12,12,0,0,0,0,0,0,0,184.6,31.23,43.35,33.25,110.08,20.82,112.69,0,0,0,0,455.47,10.41,0,10.41,52.05,86,94.73,0,0,0,0,0,0,0,198,0,137.46,128.46,0,0,0,0,0,0
TOWLF-ESS-LG-GREEN-R - DTC,TOWLF-ESS-LG-GREEN-R,DTC,13,14,11,21,16,19,39,17,17,21,27,29,13,11,7,9,0,15,32,20,16,1,38,11,9,13,8,10,19,30,31,0,0,0,0,0,258.47,286.66,229.14,452.29,284.87,389.88,770.32,335.44,353.95,455.1,534.85,577.8,258.05,226.05,147.38,184.38,0,222.21,642.52,376.18,333.53,22.5,755.66,236.14,198.81,293.33,190.08,219.66,406.07,660.84,667.41,0,0,0,0,0
TOWLF-ESS-LG-GREEN-R - FBA,TOWLF-ESS-LG-GREEN-R,FBA,1,0,0,0,0,1,2,1,3,0,3,6,4,1,5,4,5,10,12,3,2,2,2,2,4,3,6,1,15,10,4,0,0,0,0,0,23.99,0,0,0,0,19.79,40.64,22.91,63.65,0,56.23,118.72,86.48,20.83,104.15,72.92,102.07,201.72,218.31,63.87,43.74,47.49,39.56,49.98,91.22,68.73,139.94,24.99,307.48,226.18,97.46,0,0,0,0,0
TOWLF-ESS-LG-GREY-R - B2B,TOWLF-ESS-LG-GREY-R,B2B,60,114,2,3,13,4,5,16,0,0,0,0,0,0,4,1,5,11,0,0,12,0,0,0,0,10,0,0,0,0,50,0,0,0,0,0,1062.5,1899.21,20.82,32.51,122.84,41.04,57.05,157.13,0,0,0,0,0,0,41.64,10.41,52.05,75.59,0,0,128.46,0,0,0,0,65.21,0,0,0,0,625,0,0,0,0,0
TOWLF-ESS-LG-GREY-R - DTC,TOWLF-ESS-LG-GREY-R,DTC,42,15,18,20,39,43,58,52,5,4,30,39,21,22,11,19,26,35,32,19,14,10,33,20,13,11,10,11,24,31,32,0,0,0,0,0,863.9,306.47,354.16,389.55,770.36,911.74,1170.1,1039.93,104.37,84.46,608.71,792.29,435.4,472.5,237.27,415.88,550.16,630.93,633.5,362.94,272.85,238.32,643.15,436.24,308.8,250.6,246.74,237.02,543.98,660.57,698.4,0,0,0,0,0
TOWLF-ESS-LG-GREY-R - FBA,TOWLF-ESS-LG-GREY-R,FBA,19,9,11,2,6,6,5,24,1,0,1,3,5,17,10,6,15,21,17,1,4,6,8,7,5,2,4,6,8,20,11,0,0,0,0,0,394.2,172.2,225.03,48.32,125.33,124.2,95.82,504.54,15.63,0,21.87,70.89,108.32,360.75,208.3,114.56,302.53,419.62,312.56,20.83,86.08,132.23,173.67,167.43,117.6,43.74,98.71,147.43,200.74,428.4,268.64,0,0,0,0,0
TOWLF-ESS-LG-LTPPL - B2B,TOWLF-ESS-LG-LTPPL,B2B,0,0,2,3,14,0,8,4,0,0,0,0,0,0,2,3,7,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,20.82,32.51,138.49,0,88.28,44.44,0,0,0,0,0,0,20.82,31.23,73.74,75.59,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0
TOWLF-ESS-LG-LTPPL - DTC,TOWLF-ESS-LG-LTPPL,DTC,22,15,20,20,30,20,16,15,23,21,43,46,14,14,13,29,28,30,26,16,12,6,33,19,13,5,8,9,13,17,11,0,0,0,0,0,460.75,303.35,420.2,418.59,625.56,420.32,328.15,312.72,483.45,430.83,867.15,949.29,289.52,306.56,269.91,555.17,581.6,636.33,546.31,310.93,269.78,155.82,679.44,400.36,297.79,125,184.25,221.08,302.34,352.04,249.41,0,0,0,0,0
TOWLF-ESS-LG-LTPPL - FBA,TOWLF-ESS-LG-LTPPL,FBA,6,4,2,2,1,0,5,10,2,2,3,3,4,5,4,4,12,16,9,17,7,3,5,2,2,3,7,5,10,20,10,0,0,0,0,0,124.64,86.26,41.66,41.66,20.83,0,102.14,208.3,47.98,47.98,59.37,64.57,83.65,104.15,83.84,83.32,233.26,320.74,178.78,335.18,166.61,72.47,98.9,44.77,49.98,75.8,179.09,122.45,245.73,487.33,228.24,0,0,0,0,0
TOWLF-ESS-LG-PINK-R - B2B,TOWLF-ESS-LG-PINK-R,B2B,0,0,0,0,14,2,6,12,0,0,0,0,2,0,0,0,2,18,0,0,0,6,0,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,134.73,20.22,62.46,135.72,0,0,0,0,19.78,0,0,0,20.82,148.46,0,0,0,62.46,0,0,57.38,0,198,0,0,0,0,0,0,0,0,0
TOWLF-ESS-LG-PINK-R - DTC,TOWLF-ESS-LG-PINK-R,DTC,19,13,14,22,28,23,58,40,22,16,39,36,12,4,19,22,23,29,38,31,17,13,37,30,9,13,8,15,25,25,26,0,0,0,0,0,398.4,272.74,290.22,459.61,557.61,486.75,1152.99,834.54,463.05,343.64,804.62,756.29,253.58,75.8,378.54,458.19,461.46,508.13,782.84,620.8,355.64,304.48,760.52,665.43,196.66,285.9,191.74,338.41,541.85,565.14,558.79,0,0,0,0,0
TOWLF-ESS-LG-PINK-R - FBA,TOWLF-ESS-LG-PINK-R,FBA,6,5,2,3,4,11,8,5,4,0,1,5,3,4,4,8,7,9,8,11,5,3,4,4,5,5,4,6,9,11,6,0,0,0,0,0,122.92,103.47,37.5,58.33,83.32,228.09,147.91,106.23,83.32,0,20.83,110.47,62.49,83.32,83.32,160.39,142.05,174.93,147.41,221.53,109.96,67.26,94.75,94.75,116.67,102.06,98.71,142.44,191.61,241.17,134.95,0,0,0,0,0
TOWLF-ESS-SM-4SET-R - DTC,TOWLF-ESS-SM-4SET-R,DTC,0,0,0,0,1,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLF-ESS-SM-BLUE-R - B2B,TOWLF-ESS-SM-BLUE-R,B2B,0,0,1,5,1,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,28.74,6.58,65.11,27.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.59,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLF-ESS-SM-BLUE-R - DTC,TOWLF-ESS-SM-BLUE-R,DTC,91,27,12,15,12,17,16,31,38,26,148,125,29,1,0,0,0,21,17,0,0,4,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1074.08,357.72,157.35,192.67,135.32,205.3,204.04,347.53,414.65,268.72,995.37,839.94,319.39,13.33,0,0,0,239.96,192.94,0,0,37.57,279.59,0,0,9,0,0,0,0,0,0,0,0,0,0
TOWLF-ESS-SM-DKBLU - B2B,TOWLF-ESS-SM-DKBLU,B2B,0,0,0,0,3,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.08,11.77,27.05,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLF-ESS-SM-DKBLU - DTC,TOWLF-ESS-SM-DKBLU,DTC,35,0,41,29,48,56,67,92,106,95,76,0,10,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.14,0,532.95,382.97,627.03,769.42,844.52,1056.15,1149.77,1036.73,850.2,0,111.28,0,0,9,0,36.25,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLF-ESS-SM-GREEN-R - B2B,TOWLF-ESS-SM-GREEN-R,B2B,5,0,1,7,1,12,6,0,0,0,0,0,2,6,0,2,3,3,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28.13,0,6.25,41.24,6.58,70.99,39.55,0,0,0,0,0,11.88,37.5,0,13.16,19.38,15.75,51.74,0,0,0,17.59,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLF-ESS-SM-GREEN-R - DTC,TOWLF-ESS-SM-GREEN-R,DTC,7,11,6,8,9,13,25,28,29,24,90,113,25,24,25,33,40,27,129,38,1,1,52,8,0,0,0,0,0,0,0,0,0,0,0,0,97.92,137.01,73.4,105.51,101.47,173.87,312.28,348.44,313.02,261.92,632.72,940.15,268.34,247.29,288.87,348.41,435.47,301.31,1372.62,420.63,12,10,337.71,96.55,0,0,0,0,0,0,0,0,0,0,0,0
TOWLF-ESS-SM-GREY-R - B2B,TOWLF-ESS-SM-GREY-R,B2B,5,0,1,0,2,1,4,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28.13,0,6.25,0,12.83,6.25,27.05,0,0,6.25,0,0,-0.3,12.5,0,0,0,0,0,0,0,0,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLF-ESS-SM-GREY-R - DTC,TOWLF-ESS-SM-GREY-R,DTC,8,20,13,19,22,15,19,39,35,27,176,258,75,35,34,26,0,1,0,0,0,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,98.99,251.56,182.79,236.24,247.9,175.56,233.9,430.65,359.72,278.16,1185.24,2442.04,829.54,401.46,383.61,248.35,0,10.98,0,0,0,46.05,163.95,12.38,0,0,0,0,0,0,0,0,0,0,0,0
TOWLF-ESS-SM-LTPPL - B2B,TOWLF-ESS-SM-LTPPL,B2B,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.13,0,0,28.74,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLF-ESS-SM-LTPPL - DTC,TOWLF-ESS-SM-LTPPL,DTC,13,13,15,9,18,13,22,31,24,24,102,106,6,0,0,0,0,13,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180.13,161.12,191.29,124.86,241.23,164.55,281.31,361.33,272.66,260.56,779.04,913.01,73.49,0,0,0,0,141.67,312.4,0,0,0,11.82,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLF-ESS-SM-PINK-R - B2B,TOWLF-ESS-SM-PINK-R,B2B,0,0,0,0,1,3,0,0,0,1,0,0,0,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58,18.02,0,0,0,6.25,0,0,0,18.75,6.25,0,25.63,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLF-ESS-SM-PINK-R - DTC,TOWLF-ESS-SM-PINK-R,DTC,9,11,10,12,13,15,23,31,27,20,97,101,26,25,28,25,36,27,143,66,1,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,122.23,128.93,133.77,159.27,156.95,184.85,291.91,362.36,276.54,210.39,700.31,870.26,295.58,282.3,311.47,272.97,405.04,310.46,1099.22,701.68,15.33,31.33,366.96,0,0,0,0,0,0,0,0,0,0,0,0,0
TOWLF-ESS-XL-4SET-R - DTC,TOWLF-ESS-XL-4SET-R,DTC,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,0,1,1,1,6,4,9,7,10,0,0,0,0,0,0,78.3,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.25,0,0,0,0,0,0,0
TOWLF-ESS-XL-4SET-R - FBA,TOWLF-ESS-XL-4SET-R,FBA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,91.17,0,0,0,0,0,0,0,0,0,0,91.17,0,0,0,0,0,0,0,0,82.49,0,0,0,0,0,0,-6.88,0,164.98,0,0,0,0,0,0
TOWLF-ESS-XL-6SET - DTC,TOWLF-ESS-XL-6SET,DTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,2,0,0,0,2,6,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.55,0,0,0,0,0,-11.05,0,-11.05,110.55,0,0,0,0,0
TOWLF-ESS-XL-6SET - FBA,TOWLF-ESS-XL-6SET,FBA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.55,0,0,0,0,0,0,0,0,0,0
TOWLF-ESS-XL-BLUE-R - B2B,TOWLF-ESS-XL-BLUE-R,B2B,0,0,1,6,1,1,0,3,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,12.08,72.48,15.79,13.09,0,38.56,0,0,0,0,0,0,24.16,0,0,73.44,0,0,0,0,0,0,0,0,0,72.48,97.11,0,0,0,0,0,0,0
TOWLF-ESS-XL-BLUE-R - DTC,TOWLF-ESS-XL-BLUE-R,DTC,18,25,15,23,43,58,24,15,13,17,32,20,12,13,17,25,34,17,22,72,43,9,34,12,5,13,23,29,40,40,36,0,0,0,0,0,430.15,561.27,349.35,537.77,974.68,1321.01,526.35,345.6,297.67,391.34,697.4,469.55,285.22,296.67,386.62,589.04,776.34,393.08,488.05,1449.12,886.34,196.38,722.93,263.32,141.52,222.8,566.53,667.54,902.72,970.98,853.5,0,0,0,0,0
TOWLF-ESS-XL-BLUE-R - FBA,TOWLF-ESS-XL-BLUE-R,FBA,13,12,7,2,14,32,15,6,15,6,7,4,13,2,7,10,7,14,16,7,2,3,1,0,0,4,2,10,16,10,4,0,0,0,0,0,293.05,279.04,158.79,51.83,336.52,719.96,323.72,153.29,362.4,137.7,154.14,95.27,314.08,48.32,164.29,227.1,152.79,316.47,340.65,157.02,48.11,76.97,22.95,0,0,100.89,54.98,259.44,361.44,251.91,108.59,0,0,0,0,0
